"","X","district","id","School","totMem","free","reduced","naf","frper"
"1213",13,"MIAMI-DADE",7814,"WOMEN IN NEED OF GREATER STREN",12,1,NA,"1","8.33"
"1214",13,"MIAMI-DADE",7819,"BOYSTOWN",57,NA,NA,"","0"
"1215",13,"MIAMI-DADE",7823,"HERE'S HELP",13,6,NA,"6","46.15"
"1216",13,"MIAMI-DADE",7826,"JACKSON SIPP/CHILD CRISIS",13,6,NA,"6","46.15"
"1217",13,"MIAMI-DADE",7832,"MIAMI BRIDGE NORTH",NA,NA,NA,"#","#"
"1218",13,"MIAMI-DADE",7833,"CITRUS HEALTH SIPP/CRISIS",16,6,NA,"6","37.5"
"1219",13,"MIAMI-DADE",7835,"RICHMOND PERRINE OPTIMIST",94,63,3,"66","70.21"
"1220",13,"MIAMI-DADE",7839,"MIAMI DAY TREATMENT CENTER",22,18,NA,"18","81.82"
"1221",13,"MIAMI-DADE",7840,"TURNER/GUILFORD/KNIGHT",65,34,NA,"34","52.31"
"1222",13,"MIAMI-DADE",7851,"VILLAGE SOUTH (GIRLS)",NA,NA,NA,"#","#"
"1223",13,"MIAMI-DADE",7855,"MIAMI CHILDREN'S HOSPITAL",NA,NA,NA,"#","#"
"1224",13,"MIAMI-DADE",7860,"SECONDARY STUDENT SUCCESS CENT",41,30,2,"32","78.05"
"1225",13,"MIAMI-DADE",7861,"SECONDARY STUDENT SUCCESS CENT",36,32,1,"33","91.67"
"1226",13,"MIAMI-DADE",7862,"SECONDARY STUDENT SUCCESS CENT",38,25,2,"27","71.05"
"1227",13,"MIAMI-DADE",7863,"SECONDARY STUDENT SUCCESS CENT",19,15,1,"16","84.21"
"1228",13,"MIAMI-DADE",7865,"HIS HOUSE",29,NA,NA,"","0"
"1229",13,"MIAMI-DADE",7901,"NEW WORLD SCHOOL OF THE ARTS",472,125,43,"168","35.59"
"1230",13,"MIAMI-DADE",8016,"TEENAGE PARENT PROGRAM",271,105,NA,"105","38.75"
"1231",13,"MIAMI-DADE",8019,"ACADEMY FOR COMMUNITY ED (ACE)",99,85,3,"88","88.89"
"1232",13,"MIAMI-DADE",8021,"TITLE I MIGRANT EDUCATION PROG",20,19,NA,"19","95"
"1233",13,"MIAMI-DADE",8101,"JAN MANN OPPORTUNITY SCHOOL",73,56,4,"60","82.19"
"1234",13,"MIAMI-DADE",8121,"COPE CENTER NORTH",131,119,2,"121","92.37"
"1235",13,"MIAMI-DADE",8131,"DOROTHY M. WALLACE COPE CENTER",96,88,3,"91","94.79"
"1236",13,"MIAMI-DADE",8141,"JUVENILE JUSTICE CTR ALT ED",114,46,4,"50","43.86"
"1237",13,"MIAMI-DADE",8151,"ROBERT RENICK EDUCATION CENTER",123,105,6,"111","90.24"
"1238",13,"MIAMI-DADE",8181,"RUTH OWENS KRUSE EDUCATION CEN",167,143,6,"149","89.22"
"1239",13,"MIAMI-DADE",9013,"PREK INTERVENTION",322,153,NA,"153","47.52"
"1240",13,"MIAMI-DADE",9731,"INSTRUCTIONAL CENTER SYSTEM WI",135,34,2,"36","26.67"
"1241",13,"MIAMI-DADE",9732,"BRUCIE BALL EDUCATIONAL CENTER",385,197,12,"209","54.29"
"1242",14,"DESOTO",31,"DESOTO COUNTY HIGH SCHOOL",1175,770,95,"865","73.62"
"1243",14,"DESOTO",61,"WEST ELEMENTARY SCHOOL",889,615,64,"679","76.38"
"1244",14,"DESOTO",81,"MEMORIAL ELEMENTARY SCHOOL",883,748,46,"794","89.92"
"1245",14,"DESOTO",161,"DESOTO MIDDLE SCHOOL",1041,769,78,"847","81.36"
"1246",14,"DESOTO",181,"NOCATEE ELEMENTARY SCHOOL",589,517,29,"546","92.7"
"1247",14,"DESOTO",191,"SPRING LAKE YOUTH ACADEMY",21,11,NA,"11","52.38"
"1248",14,"DESOTO",291,"DESOTO CONNECTIONS",22,16,1,"17","77.27"
"1249",14,"DESOTO",341,"EARLY EDUCATION CENTER",111,94,5,"99","89.19"
"1250",14,"DESOTO",9003,"HOSPITAL AND HOMEBOUND",NA,NA,NA,"#","#"
"1251",14,"DESOTO",9114,"REDUCED SERVICES",19,15,1,"16","84.21"
"1252",15,"DIXIE",21,"DIXIE COUNTY HIGH SCHOOL",531,NA,NA,"","0"
"1253",15,"DIXIE",41,"OLD TOWN ELEMENTARY SCHOOL",539,NA,NA,"","0"
"1254",15,"DIXIE",43,"KINDER CUB SCHOOL INC",44,31,4,"35","79.55"
"1255",15,"DIXIE",101,"JAMES M. ANDERSON ELEMENTARY S",472,NA,NA,"","0"
"1256",15,"DIXIE",111,"RUTH RAINS MIDDLE SCHOOL",454,NA,NA,"","0"
"1257",15,"DIXIE",7004,"DIXIE VIRTUAL FRANCHISE",NA,NA,NA,"#","#"
"1258",15,"DIXIE",7023,"DIXIE VIRTUAL INSTRUCTION PROG",NA,NA,NA,"#","#"
"1259",16,"DUVAL",61,"MATTIE V RUTHERFORD ALT ED CTR",64,36,2,"38","59.38"
"1260",16,"DUVAL",112,"SCHOOL FOR THE FUTURE",123,85,2,"87","70.73"
"1261",16,"DUVAL",121,"WEST RIVERSIDE ELEMENTARY SCHO",342,196,24,"220","64.33"
"1262",16,"DUVAL",141,"GRAND PARK CAREER CENTER",190,102,4,"106","55.79"
"1263",16,"DUVAL",151,"BRENTWOOD ELEMENTARY SCHOOL",303,245,6,"251","82.84"
"1264",16,"DUVAL",161,"ORTEGA ELEMENTARY SCHOOL",416,208,31,"239","57.45"
"1265",16,"DUVAL",181,"CENTRAL RIVERSIDE ELEM. SCHOOL",343,192,19,"211","61.52"
"1266",16,"DUVAL",191,"RUTH N. UPSON ELEMENTARY SCHL",436,304,28,"332","76.15"
"1267",16,"DUVAL",201,"FISHWEIR ELEMENTARY SCHOOL",420,125,17,"142","33.81"
"1268",16,"DUVAL",211,"ANNIE R. MORGAN ELEMENTARY SCH",377,300,1,"301","79.84"
"1269",16,"DUVAL",251,"KIRBY-SMITH MIDDLE SCHOOL",955,303,79,"382","40"
"1270",16,"DUVAL",261,"ESE PRE KINDERGARTEN DISABILIT",234,105,NA,"105","44.87"
"1271",16,"DUVAL",301,"LORETTO ELEMENTARY SCHOOL",1106,227,35,"262","23.69"
"1272",16,"DUVAL",311,"JULIA LANDON COLLEGE PREPARTOR",715,88,15,"103","14.41"
"1273",16,"DUVAL",321,"MARINE SCIENCE EDUCATION CENTE",38,9,NA,"9","23.68"
"1274",16,"DUVAL",331,"ROBERT E. LEE HIGH SCHOOL",1808,838,96,"934","51.66"
"1275",16,"DUVAL",351,"ANDREW JACKSON HIGH SCHOOL",826,604,24,"628","76.03"
"1276",16,"DUVAL",371,"HENRY F. KITE ELEMENTARY SCHOO",308,224,16,"240","77.92"
"1277",16,"DUVAL",381,"BALDWIN MIDDLE-SENIOR HIGH SCH",1115,328,63,"391","35.07"
"1278",16,"DUVAL",391,"GATEWAY COMMUNITY SERVICES",30,9,NA,"9","30"
"1279",16,"DUVAL",411,"DUVAL HALFWAY HOUSE",20,5,NA,"5","25"
"1280",16,"DUVAL",431,"IMPACT HALFWAY HOUSE",19,1,NA,"1","5.26"
"1281",16,"DUVAL",441,"TIGER SUCCESS CENTER",23,7,NA,"7","30.43"
"1282",16,"DUVAL",451,"DINSMORE ELEMENTARY SCHOOL",510,260,43,"303","59.41"
"1283",16,"DUVAL",461,"ARLINGTON ELEMENTARY SCHOOL",252,185,12,"197","78.17"
"1284",16,"DUVAL",471,"LONE STAR HIGH SCHOOL",278,139,1,"140","50.36"
"1285",16,"DUVAL",481,"THOMAS JEFFERSON ELEMENTARY",559,256,20,"276","49.37"
"1286",16,"DUVAL",491,"DUVAL REGIONAL JUVENILE DETENT",102,34,1,"35","34.31"
"1287",16,"DUVAL",501,"DROP BACK IN ACADEMY OF DUVAL",618,238,3,"241","39"
"1288",16,"DUVAL",511,"WHITEHOUSE ELEMENTARY SCHOOL",457,222,17,"239","52.3"
"1289",16,"DUVAL",531,"DUVAL MYCROSCHOOL",77,23,1,"24","31.17"
"1290",16,"DUVAL",541,"JAMES WELDON JOHNSON ACADEMIC",80,63,3,"66","82.5"
"1291",16,"DUVAL",591,"GARDEN CITY ELEMENTARY SCHOOL",520,279,29,"308","59.23"
"1292",16,"DUVAL",601,"KIPP VOICE ELEMENTARY SCHOOL",100,49,2,"51","51"
"1293",16,"DUVAL",621,"OCEANWAY SCHOOL",1258,450,80,"530","42.13"
"1294",16,"DUVAL",631,"DUNCAN U. FLETCHER MIDDLE SCHO",1143,289,42,"331","28.96"
"1295",16,"DUVAL",641,"HOGAN-SPRING GLEN ELEMENTARY S",338,218,27,"245","72.49"
"1296",16,"DUVAL",651,"ATLANTIC BEACH ELEMENTARY SCHO",446,118,9,"127","28.48"
"1297",16,"DUVAL",661,"ALFRED I. DUPONT MIDDLE SCHOOL",811,525,46,"571","70.41"
"1298",16,"DUVAL",681,"VENETIA ELEMENTARY SCHOOL",378,184,29,"213","56.35"
"1299",16,"DUVAL",691,"LAKE SHORE MIDDLE SCHOOL",1221,761,59,"820","67.16"
"1300",16,"DUVAL",701,"NORTH SHORE ELEMENTARY",629,537,8,"545","86.65"
"1301",16,"DUVAL",711,"HENDRICKS AVENUE ELEMENTARY SC",688,136,7,"143","20.78"
"1302",16,"DUVAL",721,"SPRING PARK ELEMENTARY SCHOOL",392,287,20,"307","78.32"
"1303",16,"DUVAL",731,"JOHN LOVE ELEMENTARY SCHOOL",205,189,NA,"189","92.2"
"1304",16,"DUVAL",741,"LAKE FOREST ELEMENTARY SCHOOL",461,327,12,"339","73.54"
"1305",16,"DUVAL",751,"PAXON SCHOOL/ADVANCED STUDIES",1441,218,61,"279","19.36"
"1306",16,"DUVAL",761,"SOUTHSIDE ESTATES ELEM. SCHOOL",488,300,30,"330","67.62"
"1307",16,"DUVAL",771,"HYDE PARK ELEMENTARY SCHOOL",415,327,12,"339","81.69"
"1308",16,"DUVAL",781,"BILTMORE ELEMENTARY SCHOOL",334,275,11,"286","85.63"
"1309",16,"DUVAL",791,"RAMONA BOULEVARD ELEMENTARY SC",333,268,6,"274","82.28"
"1310",16,"DUVAL",801,"SAN PABLO ELEMENTARY SCHOOL",538,117,23,"140","26.02"
"1311",16,"DUVAL",811,"PACE CENTER FOR GIRLS-JAX",80,48,NA,"48","60"
"1312",16,"DUVAL",821,"LOVE GROVE ELEMENTARY SCHOOL",441,259,16,"275","62.36"
"1313",16,"DUVAL",831,"SAN JOSE ELEMENTARY SCHOOL",818,588,18,"606","74.08"
"1314",16,"DUVAL",841,"BAYVIEW ELEMENTARY SCHOOL",349,225,7,"232","66.48"
"1315",16,"DUVAL",851,"LAKE LUCINA ELEMENTARY SCHOOL",334,215,14,"229","68.56"
"1316",16,"DUVAL",861,"TERRY PARKER HIGH SCHOOL",1578,743,76,"819","51.9"
"1317",16,"DUVAL",871,"ENGLEWOOD ELEMENTARY SCHOOL",437,275,22,"297","67.96"
"1318",16,"DUVAL",881,"JOHN STOCKTON ELEMENTARY SCHOO",509,84,25,"109","21.41"
"1319",16,"DUVAL",891,"WOODLAND ACRES ELEMENTARY SCHL",657,490,14,"504","76.71"
"1320",16,"DUVAL",901,"ENGLEWOOD HIGH SCHOOL",1818,928,89,"1,017","55.94"
"1321",16,"DUVAL",911,"SALLYE B. MATHIS ELEMENTARY SC",381,312,18,"330","86.61"
"1322",16,"DUVAL",921,"EUGENE BUTLER MIDDLE SCHOOL",736,604,24,"628","85.33"
"1323",16,"DUVAL",931,"PINEDALE ELEMENTARY SCHOOL",365,312,6,"318","87.12"
"1324",16,"DUVAL",941,"WINDY HILL ELEMENTARY SCHOOL",657,466,40,"506","77.02"
"1325",16,"DUVAL",951,"RUTLEDGE H. PEARSON ELEMENTARY",297,251,7,"258","86.87"
"1326",16,"DUVAL",961,"JEAN RIBAULT HIGH SCHOOL",1093,658,46,"704","64.41"
"1327",16,"DUVAL",971,"CEDAR HILLS ELEMENTARY SCHOOL",375,249,21,"270","72"
"1328",16,"DUVAL",981,"TIMUCUAN ELEMENTARY SCHOOL",599,439,33,"472","78.8"
"1329",16,"DUVAL",991,"HIGHLANDS ELEMENTARY SCHOOL",400,313,21,"334","83.5"
"1330",16,"DUVAL",1021,"SCHOOL OF SUCCESS ACADEMY-SOS",214,132,4,"136","63.55"
"1331",16,"DUVAL",1061,"LONG BRANCH ELEMENTARY SCHOOL",255,206,4,"210","82.35"
"1332",16,"DUVAL",1073,"DOUGLAS ANDERSON SCHOOL OF THE",1194,129,31,"160","13.4"
"1333",16,"DUVAL",1131,"WAYMAN ACADEMY OF THE ARTS",340,209,1,"210","61.76"
"1334",16,"DUVAL",1161,"SADIE T. TILLIS ELEMENTARY  SC",601,431,20,"451","75.04"
"1335",16,"DUVAL",1181,"SIATECH",156,19,NA,"19","12.18"
"1336",16,"DUVAL",1191,"PATHWAYS ACADEMY HIGH SCHOOL",149,45,4,"49","32.89"
"1337",16,"DUVAL",1201,"RIVER CITY SCIENCE ACADEMY",746,164,8,"172","23.06"
"1338",16,"DUVAL",1211,"TIGER ACADEMY",222,93,4,"97","43.69"
"1339",16,"DUVAL",1221,"GLOBAL OUTREACH CHARTER ACADEM",412,210,5,"215","52.18"
"1340",16,"DUVAL",1231,"DUVAL CHARTER SCHOOL AT ARLING",775,378,17,"395","50.97"
"1341",16,"DUVAL",1241,"SAINT CLAIR EVANS ACADEMY",468,410,6,"416","88.89"
"1342",16,"DUVAL",1251,"SOMERSET ACADEMY-ELEMENTARY, E",303,102,3,"105","34.65"
"1343",16,"DUVAL",1261,"SOMERSET ACADEMY-MIDDLE, EAGLE",140,36,3,"39","27.86"
"1344",16,"DUVAL",1271,"KIPP IMPACT MIDDLE SCHOOL",269,171,2,"173","64.31"
"1345",16,"DUVAL",1281,"SUSIE E. TOLBERT ELEMENTARY SC",329,157,7,"164","49.85"
"1346",16,"DUVAL",1291,"RIVER CITY SCIENCE ELEMENTARY",330,97,4,"101","30.61"
"1347",16,"DUVAL",1311,"DUVAL CHARTER HIGH SCHOOL AT B",197,32,2,"34","17.26"
"1348",16,"DUVAL",1321,"DUVAL CHARTER AT BAYMEADOWS",1255,161,5,"166","13.23"
"1349",16,"DUVAL",1331,"WAVERLY ACADEMY",147,53,5,"58","39.46"
"1350",16,"DUVAL",1341,"MURRAY HILL HIGH SCHOOL",338,148,4,"152","44.97"
"1351",16,"DUVAL",1371,"SEACOAST CHARTER ACADEMY",220,53,1,"54","24.55"
"1352",16,"DUVAL",1381,"SOMERSET EAGLE HIGH SCHOOL",24,10,NA,"10","41.67"
"1353",16,"DUVAL",1411,"J. ALLEN AXSON ELEM SCHOOL",545,43,14,"57","10.46"
"1354",16,"DUVAL",1421,"CHAFFEE TRAIL  ELEMENTARY",784,303,44,"347","44.26"
"1355",16,"DUVAL",1431,"WEST JACKSONVILLE ELEM. SCHOOL",228,186,13,"199","87.28"
"1356",16,"DUVAL",1441,"JACKSONVILLE BEACH ELEMENTARY",617,33,12,"45","7.29"
"1357",16,"DUVAL",1451,"DARNELL COOKMAN MIDDLE/HIGH SC",1219,348,55,"403","33.06"
"1358",16,"DUVAL",1461,"MATTHEW W. GILBERT MIDDLE SCHO",538,452,13,"465","86.43"
"1359",16,"DUVAL",1481,"RICHARD L. BROWN ELEMENTARY SC",541,413,20,"433","80.04"
"1360",16,"DUVAL",1491,"SMART POPE LIVINGSTON ELEM.",445,404,10,"414","93.03"
"1361",16,"DUVAL",1501,"NEW BERLIN ELEMENTARY SCHOOL",1079,251,43,"294","27.25"
"1362",16,"DUVAL",1521,"JAMES W JOHNSON COLLEG PREP MI",1080,186,49,"235","21.76"
"1363",16,"DUVAL",1531,"STANTON COLLEGE PREPARATORY",1546,137,44,"181","11.71"
"1364",16,"DUVAL",1542,"JOHN E. FORD K-8 SCHOOL",755,431,39,"470","62.25"
"1365",16,"DUVAL",1551,"NORTHWESTERN MIDDLE SCHOOL",503,432,18,"450","89.46"
"1366",16,"DUVAL",1581,"GEORGE WASHINGTON CARVER ELEM.",359,316,4,"320","89.14"
"1367",16,"DUVAL",1591,"PINE FOREST ELEMENTARY SCHOOL",505,176,16,"192","38.02"
"1368",16,"DUVAL",1601,"WATERLEAF ELEMENTARY",648,205,25,"230","35.49"
"1369",16,"DUVAL",1611,"BARTRAM SPRINGS ELEMENTARY",828,86,21,"107","12.92"
"1370",16,"DUVAL",1621,"R. V. DANIELS ELEMENTARY SCHL",252,183,3,"186","73.81"
"1371",16,"DUVAL",1631,"RUFUS E. PAYNE ELEMENTARY SCHO",353,293,12,"305","86.4"
"1372",16,"DUVAL",1641,"MT. HERMAN ESE CENTER",139,55,5,"60","43.17"
"1373",16,"DUVAL",1651,"WILLIAM M. RAINES HIGH SCHOOL",988,677,45,"722","73.08"
"1374",16,"DUVAL",1661,"CARTER G. WOODSON ELEM. SCHOOL",543,450,10,"460","84.71"
"1375",16,"DUVAL",1691,"S. A. HULL ELEMENTARY SCHOOL",237,192,7,"199","83.97"
"1376",16,"DUVAL",1701,"PALM AVENUE EXCEP. STUDENT CTR",138,59,5,"64","46.38"
"1377",16,"DUVAL",1761,"PRETRIAL DETENTION FACILITY",79,33,NA,"33","41.77"
"1378",16,"DUVAL",1811,"HOSPITAL AND HOMEBOUND",157,49,2,"51","32.48"
"1379",16,"DUVAL",1821,"YOUTH DEVELOPMENT CENTER",34,18,NA,"18","52.94"
"1380",16,"DUVAL",1851,"AMIKIDS JACKSONVILLE",17,10,NA,"10","58.82"
"1381",16,"DUVAL",1981,"TEEN PARENT SERVICE CENTER",165,56,NA,"56","33.94"
"1382",16,"DUVAL",2021,"REYNOLDS LANE ELEMENTARY SCHL",313,252,11,"263","84.03"
"1383",16,"DUVAL",2031,"KINGS TRAIL ELEMENTARY SCHOOL",487,367,28,"395","81.11"
"1384",16,"DUVAL",2051,"PICKETT ELEMENTARY SCHOOL",224,180,2,"182","81.25"
"1385",16,"DUVAL",2061,"BROOKVIEW ELEMENTARY SCHOOL",766,461,43,"504","65.8"
"1386",16,"DUVAL",2072,"J. E. B. STUART MIDDLE SCHOOL",843,585,39,"624","74.02"
"1387",16,"DUVAL",2081,"PARKWOOD HEIGHTS ELEMENTARY  S",388,219,32,"251","64.69"
"1388",16,"DUVAL",2091,"HOLIDAY HILL ELEMENTARY SCHOOL",635,242,22,"264","41.57"
"1389",16,"DUVAL",2101,"OAK HILL ELEMENTARY SCHOOL",588,430,12,"442","75.17"
"1390",16,"DUVAL",2111,"SOUTHSIDE MIDDLE SCHOOL",907,592,38,"630","69.46"
"1391",16,"DUVAL",2121,"JEAN RIBAULT MIDDLE SCHOOL",661,509,19,"528","79.88"
"1392",16,"DUVAL",2131,"ARLINGTON MIDDLE SCHOOL",792,505,63,"568","71.72"
"1393",16,"DUVAL",2141,"HYDE GROVE ELEMENTARY SCHOOL",451,374,21,"395","87.58"
"1394",16,"DUVAL",2151,"JUSTINA ROAD ELEMENTARY SCHOOL",293,238,11,"249","84.98"
"1395",16,"DUVAL",2161,"JEFFERSON DAVIS MIDDLE SCHOOL",1157,714,71,"785","67.85"
"1396",16,"DUVAL",2171,"DON BREWER ELEMENTARY SCHOOL",501,206,28,"234","46.71"
"1397",16,"DUVAL",2181,"SAN MATEO ELEMENTARY SCHOOL",729,206,45,"251","34.43"
"1398",16,"DUVAL",2191,"JOSEPH STILWELL MIDDLE SCHOOL",998,590,39,"629","63.03"
"1399",16,"DUVAL",2201,"MARTIN LUTHER KING, JR ELEMENT",419,329,29,"358","85.44"
"1400",16,"DUVAL",2211,"NORMANDY VILLAGE ELEMENTARY SC",431,300,22,"322","74.71"
"1401",16,"DUVAL",2221,"GREENFIELD ELEMENTARY SCHOOL",517,232,22,"254","49.13"
"1402",16,"DUVAL",2231,"DUNCAN U. FLETCHER HIGH SCHOOL",2200,472,74,"546","24.82"
"1403",16,"DUVAL",2241,"SAMUEL W. WOLFSON HIGH SCHOOL",1398,626,73,"699","50"
"1404",16,"DUVAL",2251,"SEABREEZE ELEMENTARY SCHOOL",640,208,15,"223","34.84"
"1405",16,"DUVAL",2261,"CRYSTAL SPRINGS ELEM. SCHOOL",1097,566,38,"604","55.06"
"1406",16,"DUVAL",2271,"MAYPORT ELEMENTARY SCHOOL",384,171,36,"207","53.91"
"1407",16,"DUVAL",2281,"MERRILL ROAD ELEMENTARY SCHOOL",639,292,40,"332","51.96"
"1408",16,"DUVAL",2291,"JACKSONVILLE HEIGHTS ELEMENTAR",778,527,17,"544","69.92"
"1409",16,"DUVAL",2301,"BEAUCLERC ELEMENTARY SCHOOL",1150,493,54,"547","47.57"
"1410",16,"DUVAL",2311,"KERNAN TRAIL ELEMENTARY SCHOOL",638,260,31,"291","45.61"
"1411",16,"DUVAL",2321,"CHIMNEY LAKES ELEMENTARY SCHL",1185,460,66,"526","44.39"
"1412",16,"DUVAL",2331,"LONE STAR ELEMENTARY SCHOOL",685,301,33,"334","48.76"
"1413",16,"DUVAL",2341,"STONEWALL JACKSON ELEM. SCHOOL",274,192,10,"202","73.72"
"1414",16,"DUVAL",2351,"FORT CAROLINE ELEMENTARY SCHL",547,388,17,"405","74.04"
"1415",16,"DUVAL",2361,"MAMIE AGNES JONES ELEMENTARY S",411,208,38,"246","59.85"
"1416",16,"DUVAL",2371,"SANDALWOOD HIGH SCHOOL",2998,894,121,"1,015","33.86"
"1417",16,"DUVAL",2381,"FORT CAROLINE MIDDLE SCHOOL",748,477,63,"540","72.19"
"1418",16,"DUVAL",2391,"SABAL PALM ELEMENTARY SCHOOL",1031,261,42,"303","29.39"
"1419",16,"DUVAL",2401,"ARLINGTON HEIGHTS ELEMENTARY S",459,352,11,"363","79.08"
"1420",16,"DUVAL",2411,"NATHAN B. FORREST HIGH SCHOOL",1301,668,58,"726","55.8"
"1421",16,"DUVAL",2421,"LOUIS S. SHEFFIELD ELEMENTARY",841,245,29,"274","32.58"
"1422",16,"DUVAL",2431,"GREGORY DRIVE ELEMENTARY SCHOO",783,486,18,"504","64.37"
"1423",16,"DUVAL",2441,"HIGHLANDS MIDDLE SCHOOL",898,613,58,"671","74.72"
"1424",16,"DUVAL",2451,"CROWN POINT ELEMENTARY SCHOOL",1051,410,60,"470","44.72"
"1425",16,"DUVAL",2461,"NEPTUNE BEACH ELEMENTARY SCHOO",827,302,46,"348","42.08"
"1426",16,"DUVAL",2471,"JOSEPH FINEGAN ELEMENTARY SCHO",429,148,70,"218","50.82"
"1427",16,"DUVAL",2481,"EDWARD H. WHITE HIGH SCHOOL",1753,864,93,"957","54.59"
"1428",16,"DUVAL",2491,"GREENLAND PINES ELEM. SCHOOL",889,164,28,"192","21.6"
"1429",16,"DUVAL",2501,"PINE ESTATES ELEMENTARY SCHOOL",317,248,9,"257","81.07"
"1430",16,"DUVAL",2511,"TWIN LAKES ACADEMY ELEM SCHOOL",1018,216,40,"256","25.15"
"1431",16,"DUVAL",2521,"ALDEN ROAD EXCEP. STUDENT CENT",162,56,8,"64","39.51"
"1432",16,"DUVAL",2531,"TWIN LAKES ACADEMY MIDDLE",1382,422,65,"487","35.24"
"1433",16,"DUVAL",2541,"MAYPORT MIDDLE SCHOOL",831,291,36,"327","39.35"
"1434",16,"DUVAL",2551,"ENTERPRISE LEARNING ACADEMY",750,320,48,"368","49.07"
"1435",16,"DUVAL",2561,"LANDMARK MIDDLE SCHOOL",1295,465,67,"532","41.08"
"1436",16,"DUVAL",2571,"ALIMACANI ELEMENTARY SCHOOL",836,192,27,"219","26.2"
"1437",16,"DUVAL",2581,"MANDARIN OAKS ELEMENTARY SCHOO",1174,339,48,"387","32.96"
"1438",16,"DUVAL",2591,"MANDARIN MIDDLE SCHOOL",1461,383,57,"440","30.12"
"1439",16,"DUVAL",2601,"MANDARIN HIGH SCHOOL",2683,464,98,"562","20.95"
"1440",16,"DUVAL",2621,"ANDREW A. ROBINSON ELEMENTARY",776,605,26,"631","81.31"
"1441",16,"DUVAL",2631,"ABESS PARK ELEMENTARY SCHOOL",753,275,25,"300","39.84"
"1442",16,"DUVAL",2641,"CHET'S CREEK ELEMENTARY SCHOOL",1249,298,20,"318","25.46"
"1443",16,"DUVAL",2651,"FIRST COAST HIGH SCHOOL",2268,793,102,"895","39.46"
"1444",16,"DUVAL",2671,"LAVILLA SCHOOL OF THE ARTS",1110,240,46,"286","25.77"
"1445",16,"DUVAL",2681,"ATLANTIC COAST HIGH SCHOOL",2078,396,84,"480","23.1"
"1446",16,"DUVAL",2691,"BISCAYNE ELEMENTARY SCHOOL",600,394,26,"420","70"
"1447",16,"DUVAL",2701,"OCEANWAY ELEMENTARY SCHOOL",560,351,54,"405","72.32"
"1448",16,"DUVAL",2741,"WESTVIEW K-8",1172,592,61,"653","55.72"
"1449",16,"DUVAL",2791,"KERNAN MIDDLE SCHOOL",1253,475,66,"541","43.18"
"1450",16,"DUVAL",2801,"FRANK H. PETERSON ACADEMIES",1074,399,88,"487","45.34"
"1451",16,"DUVAL",2851,"A. PHILIP RANDOLPH ACADEMIES",638,426,28,"454","71.16"
"1452",16,"DUVAL",7001,"DUVAL VIRTUAL INSTRUCTION PROG",178,64,1,"65","36.52"
"1453",16,"DUVAL",7023,"DUVAL VIRTUAL INSTRUCTION ACAD",321,71,4,"75","23.36"
"1454",17,"ESCAMBIA",21,"HELLEN CARO ELEMENTARY SCHOOL",909,214,61,"275","30.25"
"1455",17,"ESCAMBIA",31,"JIM ALLEN ELEMENTARY SCHOOL",642,387,69,"456","71.03"
"1456",17,"ESCAMBIA",51,"BELLVIEW ELEMENTARY SCHOOL",754,515,75,"590","78.25"
"1457",17,"ESCAMBIA",61,"BELLVIEW MIDDLE SCHOOL",1137,823,76,"899","79.07"
"1458",17,"ESCAMBIA",101,"BRATT ELEMENTARY SCHOOL",479,285,34,"319","66.6"
"1459",17,"ESCAMBIA",111,"BRENTWOOD ELEMENTARY SCHOOL",564,412,51,"463","82.09"
"1460",17,"ESCAMBIA",191,"N. B. COOK ELEMENTARY SCHOOL",640,155,38,"193","30.16"
"1461",17,"ESCAMBIA",211,"CAMELOT ACADEMY OF ESCAMBIA CO",152,122,2,"124","81.58"
"1462",17,"ESCAMBIA",221,"RANSOM MIDDLE SCHOOL",1358,480,88,"568","41.83"
"1463",17,"ESCAMBIA",231,"CORDOVA PARK ELEMENTARY SCHOOL",691,232,32,"264","38.21"
"1464",17,"ESCAMBIA",271,"ENSLEY ELEMENTARY SCHOOL",474,396,30,"426","89.87"
"1465",17,"ESCAMBIA",281,"ESCAMBIA HIGH SCHOOL",1681,773,119,"892","53.06"
"1466",17,"ESCAMBIA",291,"FERRY PASS ELEMENTARY SCHOOL",625,425,43,"468","74.88"
"1467",17,"ESCAMBIA",301,"FERRY PASS MIDDLE SCHOOL",992,545,94,"639","64.42"
"1468",17,"ESCAMBIA",361,"MONTCLAIR ELEMENTARY SCHOOL",389,NA,NA,"","0"
"1469",17,"ESCAMBIA",371,"MYRTLE GROVE ELEMENTARY SCHOOL",676,479,50,"529","78.25"
"1470",17,"ESCAMBIA",381,"NAVY POINT ELEMENTARY SCHOOL",485,383,41,"424","87.42"
"1471",17,"ESCAMBIA",391,"OAKCREST ELEMENTARY SCHOOL",544,NA,NA,"","0"
"1472",17,"ESCAMBIA",411,"PENSACOLA HIGH SCHOOL",1611,830,75,"905","56.18"
"1473",17,"ESCAMBIA",441,"PINE MEADOW ELEMENTARY SCHOOL",899,362,79,"441","49.05"
"1474",17,"ESCAMBIA",451,"PLEASANT GROVE ELEMENTARY SCHL",692,410,57,"467","67.49"
"1475",17,"ESCAMBIA",461,"SCENIC HEIGHTS ELEMENTARY SCHL",844,459,70,"529","62.68"
"1476",17,"ESCAMBIA",471,"O. J. SEMMES ELEMENTARY SCHOOL",406,NA,NA,"","0"
