"","X","district","id","School","totMem","free","reduced","naf","frper"
"1",1,"ALACHUA",21,"CHARLES W. DUVAL ELEM SCHOOL",310,271,12,"283","91.29"
"2",1,"ALACHUA",31,"J. J. FINLEY ELEMENTARY SCHOOL",548,243,30,"273","49.82"
"3",1,"ALACHUA",41,"STEPHEN FOSTER ELEMENTARY SCHL",459,239,31,"270","58.82"
"4",1,"ALACHUA",52,"A.QUINN JONES/EXCEP.STUD.CTR.",76,63,5,"68","89.47"
"5",1,"ALACHUA",71,"LAKE FOREST ELEMENTARY SCHOOL",311,287,10,"297","95.5"
"6",1,"ALACHUA",81,"SIDNEY LANIER CENTER",138,60,5,"65","47.1"
"7",1,"ALACHUA",82,"HOSPITAL HOMEBOUND",36,5,NA,"5","13.89"
"8",1,"ALACHUA",91,"LITTLEWOOD ELEMENTARY SCHOOL",599,255,35,"290","48.41"
"9",1,"ALACHUA",101,"W. A. METCALFE ELEMENTARY SCHO",385,340,21,"361","93.77"
"10",1,"ALACHUA",111,"JOSEPH WILLIAMS ELEM. SCHOOL",572,387,24,"411","71.85"
"11",1,"ALACHUA",112,"ABRAHAM LINCOLN MIDDLE SCHOOL",694,315,31,"346","49.86"
"12",1,"ALACHUA",121,"HOWARD W. BISHOP MIDDLE SCHOOL",686,340,41,"381","55.54"
"13",1,"ALACHUA",141,"WESTWOOD MIDDLE SCHOOL",998,427,72,"499","50"
"14",1,"ALACHUA",151,"GAINESVILLE HIGH SCHOOL",1927,623,111,"734","38.09"
"15",1,"ALACHUA",161,"ALACHUA ELEMENTARY SCHOOL",377,208,32,"240","63.66"
"16",1,"ALACHUA",171,"ARCHER ELEMENTARY",484,243,27,"270","55.79"
"17",1,"ALACHUA",201,"HAWTHORNE MIDDLE/HIGH SCHOOL",311,190,24,"214","68.81"
"18",1,"ALACHUA",221,"A. L. MEBANE MIDDLE SCHOOL",388,179,31,"210","54.12"
"19",1,"ALACHUA",261,"NEWBERRY HIGH SCHOOL",587,214,34,"248","42.25"
"20",1,"ALACHUA",271,"SANTA FE HIGH SCHOOL",1069,321,51,"372","34.8"
"21",1,"ALACHUA",281,"CHESTER SHELL ELEMENTARY SCHL",200,146,15,"161","80.5"
"22",1,"ALACHUA",291,"WALDO COMMUNITY SCHOOL",216,169,10,"179","82.87"
"23",1,"ALACHUA",311,"MYRA TERWILLIGER ELEM. SCHOOL",692,521,53,"574","82.95"
"24",1,"ALACHUA",321,"IDYLWILD ELEMENTARY SCHOOL",644,456,40,"496","77.02"
"25",1,"ALACHUA",331,"GLEN SPRINGS ELEMENTARY SCHOOL",438,127,46,"173","39.5"
"26",1,"ALACHUA",341,"MARJORIE KINNAN RAWLINGS ELEM",377,351,10,"361","95.76"
"27",1,"ALACHUA",343,"CHARACTER COUNTS CENTER",35,30,1,"31","88.57"
"28",1,"ALACHUA",411,"PROFESSIONAL ACADEMY MAGNET AT",231,120,17,"137","59.31"
"29",1,"ALACHUA",412,"HORIZON CTR. ALTERNATIVE SCHL",104,96,5,"101","97.12"
"30",1,"ALACHUA",421,"EASTSIDE HIGH SCHOOL",1315,578,67,"645","49.05"
"31",1,"ALACHUA",431,"F. W. BUCHHOLZ HIGH SCHOOL",2171,487,80,"567","26.12"
"32",1,"ALACHUA",461,"HIGH SPRINGS COMMUNITY SCHOOL",837,248,41,"289","34.53"
"33",1,"ALACHUA",481,"FORT CLARKE MIDDLE SCHOOL",829,272,52,"324","39.08"
"34",1,"ALACHUA",482,"HIDDEN OAK ELEMENTARY SCHOOL",713,151,37,"188","26.37"
"35",1,"ALACHUA",492,"FEARNSIDE FAMILY SERVICES CENT",60,60,NA,"60","100"
"36",1,"ALACHUA",500,"PRAIRIE VIEW ACADEMY",87,87,NA,"87","100"
"37",1,"ALACHUA",501,"KIMBALL WILES ELEM. SCHOOL",728,228,42,"270","37.09"
"38",1,"ALACHUA",502,"KANAPAHA MIDDLE SCHOOL",971,350,61,"411","42.33"
"39",1,"ALACHUA",503,"WILES HEAD START",68,68,NA,"68","100"
"40",1,"ALACHUA",510,"LAWTON M. CHILES ELEM. SCHOOL",623,204,13,"217","34.83"
"41",1,"ALACHUA",520,"MEADOWBROOK ELEMENTARY SCHOOL",581,159,29,"188","32.36"
"42",1,"ALACHUA",531,"NEWBERRY ELEMENTARY SCHOOL",493,228,20,"248","50.3"
"43",1,"ALACHUA",541,"C. W. NORTON ELEMENTARY SCHOOL",598,257,49,"306","51.17"
"44",1,"ALACHUA",561,"WILLIAM S. TALBOT ELEM SCHOOL",686,171,26,"197","28.72"
"45",1,"ALACHUA",571,"W. W. IRBY ELEMENTARY SCHOOL",493,284,29,"313","63.49"
"46",1,"ALACHUA",591,"OAK VIEW MIDDLE SCHOOL",658,253,29,"282","42.86"
"47",1,"ALACHUA",602,"NORTH AMERICAN FAMILY INSTITUT",23,NA,NA,"","0"
"48",1,"ALACHUA",603,"GAINESVILLE WILDERNESS INSTITU",19,2,1,"3","15.79"
"49",1,"ALACHUA",604,"PACE",37,2,NA,"2","5.41"
"50",1,"ALACHUA",701,"ALACHUA COUNTY JAIL",17,2,NA,"2","11.76"
"51",1,"ALACHUA",950,"THE ONE ROOM SCHOOL HOUSE PROJ",174,108,18,"126","72.41"
"52",1,"ALACHUA",951,"MICANOPY AREA COOPERATIVE SCHO",118,54,16,"70","59.32"
"53",1,"ALACHUA",953,"CARING & SHARING LEARNING SCHO",133,103,19,"122","91.73"
"54",1,"ALACHUA",955,"EINSTEIN MONTESSORI SCHOOL",112,52,13,"65","58.04"
"55",1,"ALACHUA",956,"EXPRESSIONS LEARNING ARTS ACAD",89,12,3,"15","16.85"
"56",1,"ALACHUA",957,"ALACHUA LEARNING CENTER, INC.",104,59,10,"69","66.35"
"57",1,"ALACHUA",958,"GENESIS PREPARATORY SCHOOL",70,51,3,"54","77.14"
"58",1,"ALACHUA",961,"MICANOPY MIDDLE SCHOOL, INC.",69,41,8,"49","71.01"
"59",1,"ALACHUA",971,"HOGGETOWNE MIDDLE SCHOOL",104,62,7,"69","66.35"
"60",1,"ALACHUA",981,"HEALTHY LEARNING ACADEMY CHART",84,3,2,"5","5.95"
"61",1,"ALACHUA",991,"SIATECH GAINESVILLE",216,NA,NA,"","0"
"62",1,"ALACHUA",1001,"SWEETWATER BRANCH ACADEMY",70,36,16,"52","74.29"
"63",1,"ALACHUA",1002,"SWEETWATER BRANCH ACADEMY ELEM",120,78,13,"91","75.83"
"64",1,"ALACHUA",1003,"MYCROSCHOOL GAINESVILLE",302,69,2,"71","23.51"
"65",1,"ALACHUA",1010,"ONE ROOM MIDDLE SCHOOL",37,22,2,"24","64.86"
"66",1,"ALACHUA",1011,"ALACHUA LEARNING CENTER , INC.",61,32,5,"37","60.66"
"67",1,"ALACHUA",7001,"ALACHUA VIRTUAL INSTRUCTION PR",38,2,NA,"2","5.26"
"68",1,"ALACHUA",9029,"N. FLORIDA JUVENILE DETENTION",26,3,1,"4","15.38"
"69",2,"BAKER",12,"BAKER COUNTY SENIOR HIGH SCHOO",1249,434,89,"523","41.87"
"70",2,"BAKER",13,"MACCLENNY ELEMENTARY SCHOOL",633,325,57,"382","60.35"
"71",2,"BAKER",22,"PREK/KINDERGARTEN CENTER",611,372,31,"403","65.96"
"72",2,"BAKER",31,"J FRANKLYN KELLER INTERMEDIATE",721,391,62,"453","62.83"
"73",2,"BAKER",32,"BAKER COUNTY MIDDLE SCHOOL",1148,537,108,"645","56.18"
"74",2,"BAKER",91,"WESTSIDE ELEMENTARY SCHOOL",620,377,48,"425","68.55"
"75",3,"BAY",61,"BAY HIGH SCHOOL",1325,616,136,"752","56.75"
"76",3,"BAY",71,"MERRITT BROWN MIDDLE SCHOOL",807,405,90,"495","61.34"
"77",3,"BAY",81,"HUTCHISON BEACH ELEMENTARY SCH",754,429,102,"531","70.42"
"78",3,"BAY",91,"CEDAR GROVE ELEMENTARY SCHOOL",522,408,52,"460","88.12"
"79",3,"BAY",101,"CALLAWAY ELEMENTARY SCHOOL",548,382,39,"421","76.82"
"80",3,"BAY",111,"MERRIAM CHERRY STREET ELEM.",430,313,31,"344","80"
"81",3,"BAY",131,"LUCILLE MOORE ELEMENTARY SCHL",524,433,35,"468","89.31"
"82",3,"BAY",141,"EVERITT MIDDLE SCHOOL",804,536,77,"613","76.24"
"83",3,"BAY",151,"HILAND PARK ELEMENTARY SCHOOL",792,439,76,"515","65.03"
"84",3,"BAY",161,"JINKS MIDDLE SCHOOL",629,472,68,"540","85.85"
"85",3,"BAY",171,"LYNN HAVEN ELEMENTARY SCHOOL",736,284,73,"357","48.51"
"86",3,"BAY",191,"OAKLAND TERRACE SCHL FOR VIS",363,305,20,"325","89.53"
"87",3,"BAY",201,"SURFSIDE MIDDLE SCHOOL",825,360,78,"438","53.09"
"88",3,"BAY",211,"PARKER ELEMENTARY SCHOOL",642,474,60,"534","83.18"
"89",3,"BAY",221,"SOUTHPORT ELEMENTARY SCHOOL",420,252,43,"295","70.24"
"90",3,"BAY",231,"SPRINGFIELD ELEMENTARY SCHOOL",470,399,44,"443","94.26"
"91",3,"BAY",241,"ST. ANDREW SCHOOL",118,96,6,"102","86.44"
"92",3,"BAY",251,"WALLER ELEMENTARY SCHOOL",526,402,51,"453","86.12"
"93",3,"BAY",281,"MARGARET K. LEWIS IN MILLVILLE",145,84,20,"104","71.72"
"94",3,"BAY",291,"OSCAR PATTERSON ELEM MAGNET",402,363,19,"382","95.02"
"95",3,"BAY",331,"MOWAT MIDDLE SCHOOL",950,391,85,"476","50.11"
"96",3,"BAY",341,"RUTHERFORD HIGH SCHOOL",1333,612,142,"754","56.56"
"97",3,"BAY",461,"DEER POINT ELEMENTARY SCHOOL",428,145,28,"173","40.42"
"98",3,"BAY",471,"NORTHSIDE ELEMENTARY SCHOOL",684,410,64,"474","69.3"
"99",3,"BAY",481,"TOM P. HANEY VOC-TECH CENTER",NA,NA,NA,"#","#"
"100",3,"BAY",491,"A. CRAWFORD MOSLEY HIGH SCHOOL",1650,403,106,"509","30.85"
"101",3,"BAY",501,"TYNDALL ELEMENTARY SCHOOL",819,159,160,"319","38.95"
"102",3,"BAY",511,"TOMMY SMITH ELEMENTARY SCHOOL",744,404,82,"486","65.32"
"103",3,"BAY",521,"PATRONIS ELEMENTARY SCHOOL",805,306,46,"352","43.73"
"104",3,"BAY",531,"NEW HORIZONS LEARNING CENTER",103,76,10,"86","83.5"
"105",3,"BAY",541,"DEANE BOZEMAN SCHOOL",1221,594,125,"719","58.89"
"106",3,"BAY",551,"J.R. ARNOLD HIGH SCHOOL",1362,440,112,"552","40.53"
"107",3,"BAY",571,"BREAKFAST POINT ACADEMY",1172,494,109,"603","51.45"
"108",3,"BAY",581,"ROSENWALD HIGH SCHOOL",291,206,25,"231","79.38"
"109",3,"BAY",591,"C C WASHINGTON ACADEMY",128,107,4,"111","86.72"
"110",3,"BAY",602,"BAY REG.JUVENILE DETENTION CTR",12,4,1,"5","41.67"
"111",3,"BAY",604,"PANAMA CITY MARINE INSTITUTE",92,23,NA,"23","25"
"112",3,"BAY",701,"BAY HAVEN CHARTER ACADEMY",690,108,51,"159","23.04"
"113",3,"BAY",711,"BAY HAVEN CHARTER MIDDLE SCHOO",517,72,38,"110","21.28"
"114",3,"BAY",731,"NORTH BAY HAVEN CHARTER ACADEM",324,66,22,"88","27.16"
"115",3,"BAY",741,"NORTH BAY HAVEN CAREER ACADEMY",395,65,24,"89","22.53"
"116",3,"BAY",751,"NORTH BAY HAVEN CHARTER ACADEM",442,83,35,"118","26.7"
"117",3,"BAY",771,"NEWPOINT BAY CHARTER HIGH SCHO",108,9,2,"11","10.19"
"118",3,"BAY",781,"CHAUTAUQUA CHARTER SCHOOL",48,39,2,"41","85.42"
"119",3,"BAY",791,"NEWPOINT MIDDLE SCHOOL",198,71,13,"84","42.42"
"120",3,"BAY",2701,"RISING LEADERS ACADEMY",84,19,1,"20","23.81"
"121",3,"BAY",2711,"UNIVERSITY ACADEMY (SABL, INC.",136,29,11,"40","29.41"
"122",3,"BAY",7001,"BAY VIRTUAL INSTRUCTION PROGRA",54,8,3,"11","20.37"
"123",3,"BAY",7004,"BAY VIRTUAL FRANCHISE",60,15,2,"17","28.33"
"124",3,"BAY",9002,"EXCEPTIONAL STUDENT EDUCATION",NA,NA,NA,"#","#"
"125",4,"BRADFORD",21,"BRADFORD HIGH SCHOOL",799,345,62,"407","50.94"
"126",4,"BRADFORD",51,"STARKE ELEMENTARY SCHOOL",539,314,44,"358","66.42"
"127",4,"BRADFORD",81,"SOUTHSIDE ELEMENTARY SCHOOL",598,392,44,"436","72.91"
"128",4,"BRADFORD",121,"RAINBOW CENTER",52,28,NA,"28","53.85"
"129",4,"BRADFORD",131,"LAWTEY ELEMENTARY SCHOOL",232,129,23,"152","65.52"
"130",4,"BRADFORD",161,"BROOKER ELEMENTARY SCHOOL",144,87,12,"99","68.75"
"131",4,"BRADFORD",172,"BRADFORD MIDDLE SCHOOL",733,427,49,"476","64.94"
"132",4,"BRADFORD",181,"HAMPTON ELEMENTARY SCHOOL",149,82,15,"97","65.1"
"133",4,"BRADFORD",201,"BRADFORD INTERVENTION CENTER",21,18,1,"19","90.48"
"134",4,"BRADFORD",7004,"BRADFORD VIRTUAL FRANCHISE",NA,NA,NA,"#","#"
"135",4,"BRADFORD",7023,"BRADFORD VIRTUAL INSTRUC (DIST",NA,NA,NA,"#","#"
"136",5,"BREVARD",11,"TITUSVILLE HIGH SCHOOL",1282,402,40,"442","34.48"
"137",5,"BREVARD",51,"OAK PARK ELEMENTARY SCHOOL",687,344,39,"383","55.75"
"138",5,"BREVARD",52,"JAMES MADISON MIDDLE SCHOOL",498,246,30,"276","55.42"
"139",5,"BREVARD",61,"APOLLO ELEMENTARY SCHOOL",710,385,58,"443","62.39"
"140",5,"BREVARD",72,"RIVERVIEW SCHOOL",66,58,2,"60","90.91"
"141",5,"BREVARD",73,"SOUTH AREA HEAD START",33,33,NA,"33","100"
"142",5,"BREVARD",89,"FIELDSTON PREPARATORY SCHOOL",62,45,4,"49","79.03"
"143",5,"BREVARD",91,"COQUINA ELEMENTARY SCHOOL",555,390,29,"419","75.5"
"144",5,"BREVARD",101,"MIMS ELEMENTARY SCHOOL",479,302,24,"326","68.06"
"145",5,"BREVARD",121,"SOUTH LAKE ELEMENTARY SCHOOL",507,411,32,"443","87.38"
"146",5,"BREVARD",141,"ANDREW JACKSON MIDDLE SCHOOL",568,263,36,"299","52.64"
"147",5,"BREVARD",151,"IMPERIAL ESTATES ELEM. SCHOOL",642,280,42,"322","50.16"
"148",5,"BREVARD",161,"ASTRONAUT HIGH SCHOOL",1127,364,51,"415","36.82"
"149",5,"BREVARD",181,"PINEWOOD ELEMENTARY SCHOOL",379,248,14,"262","69.13"
"150",5,"BREVARD",191,"CHALLENGER 7 ELEMENTARY SCHOOL",486,239,29,"268","55.14"
"151",5,"BREVARD",201,"ATLANTIS ELEMENTARY SCHOOL",614,268,47,"315","51.3"
"152",5,"BREVARD",301,"ENTERPRISE ELEMENTARY SCHOOL",607,232,48,"280","46.13"
"153",5,"BREVARD",302,"SPACE COAST JR/SR HIGH SCHOOL",1553,436,70,"506","32.58"
"154",5,"BREVARD",1002,"CENTER FOR DRUG FREE LIVING",26,10,NA,"10","38.46"
"155",5,"BREVARD",1011,"ROCKLEDGE SENIOR HIGH SCHOOL",1377,345,69,"414","30.07"
"156",5,"BREVARD",1014,"BREVARD COUNTY JAIL COMPLEX",NA,NA,NA,"#","#"
"157",5,"BREVARD",1016,"NORTH AREA ALTERNATIVE LEARNIN",30,23,1,"24","80"
"158",5,"BREVARD",1017,"CENTRAL AREA ALTERNATIVE LEARN",54,32,2,"34","62.96"
"159",5,"BREVARD",1018,"SOUTH AREA ALTERNATIVE LEARNIN",61,39,1,"40","65.57"
"160",5,"BREVARD",1020,"OUTWARD BOUND",18,4,NA,"4","22.22"
"161",5,"BREVARD",1021,"ESE INFANTS AND TODDLERS",290,94,2,"96","33.1"
"162",5,"BREVARD",1025,"BREVARD COUNTY JUV.DET.CTR.",13,4,NA,"4","30.77"
"163",5,"BREVARD",1026,"FRANCES WALKER HALFWAY HOUSE",18,8,NA,"8","44.44"
"164",5,"BREVARD",1027,"MELBOURNE CENTER FOR PERSONAL",20,4,NA,"4","20"
"165",5,"BREVARD",1028,"DEVEREUX HOSPITAL",36,6,NA,"6","16.67"
"166",5,"BREVARD",1029,"RIVERDALE COUNTRY DAY SCHOOL",114,92,4,"96","84.21"
"167",5,"BREVARD",1031,"CLEARLAKE MIDDLE SCHOOL",470,309,34,"343","72.98"
"168",5,"BREVARD",1032,"HORACE MANN ACADEMY",119,92,4,"96","80.67"
"169",5,"BREVARD",1041,"CAMBRIDGE ELEM MAGNET SCHOOL",583,516,23,"539","92.45"
"170",5,"BREVARD",1051,"ENDEAVOUR ELEMENTARY MAGNET",843,786,14,"800","94.9"
"171",5,"BREVARD",1071,"GOLFVIEW ELEMENTARY MAGNET SCH",640,471,45,"516","80.63"
"172",5,"BREVARD",1073,"PROJECT SEARCH",28,3,NA,"3","10.71"
"173",5,"BREVARD",1081,"RONALD MCNAIR MAGNET MIDDLE",563,225,20,"245","43.52"
"174",5,"BREVARD",1091,"FAIRGLEN ELEMENTARY SCHOOL",680,433,37,"470","69.12"
"175",5,"BREVARD",1101,"JOHN F. KENNEDY MIDDLE SCHOOL",643,166,29,"195","30.33"
"176",5,"BREVARD",1121,"COCOA HIGH SCHOOL",966,530,58,"588","60.87"
"177",5,"BREVARD",1131,"SATURN ELEMENTARY SCHOOL",830,595,57,"652","78.55"
"178",5,"BREVARD",1141,"HANS CHRISTIAN ANDERSEN ELEMEN",771,291,44,"335","43.45"
"179",5,"BREVARD",1151,"RALPH M WILLIAMS JR ELEMENTARY",603,135,13,"148","24.54"
"180",5,"BREVARD",1161,"MANATEE ELEMENTARY",939,77,22,"99","10.54"
"181",5,"BREVARD",1171,"VIERA HIGH SCHOOL",2022,166,39,"205","10.14"
"182",5,"BREVARD",2011,"MELBOURNE SENIOR HIGH SCHOOL",1944,397,81,"478","24.59"
"183",5,"BREVARD",2021,"PALM BAY SENIOR HIGH SCHOOL",1587,690,90,"780","49.15"
"184",5,"BREVARD",2031,"MEADOWLANE INTERMEDIATE ELEMEN",900,291,57,"348","38.67"
"185",5,"BREVARD",2041,"MEADOWLANE PRIMARY ELEMENTARY",737,225,33,"258","35.01"
"186",5,"BREVARD",2042,"W. MELBOURNE ELEMENTARY SCHOOL",544,81,20,"101","18.57"
"187",5,"BREVARD",2051,"UNIVERSITY PARK ELEMENTARY SCH",629,497,38,"535","85.06"
"188",5,"BREVARD",2061,"PORT MALABAR ELEMENTARY SCHOOL",753,441,49,"490","65.07"
"189",5,"BREVARD",2071,"STONE MIDDLE SCHOOL",801,446,70,"516","64.42"
"190",5,"BREVARD",2081,"PALM BAY ELEMENTARY SCHOOL",846,616,67,"683","80.73"
"191",5,"BREVARD",2111,"LOCKMAR ELEMENTARY SCHOOL",781,284,54,"338","43.28"
"192",5,"BREVARD",2121,"JOHN F. TURNER, SR. ELEMENTARY",772,550,44,"594","76.94"
"193",5,"BREVARD",2122,"SOUTHWEST MIDDLE SCHOOL",994,529,87,"616","61.97"
"194",5,"BREVARD",2131,"COLUMBIA ELEMENTARY SCHOOL",693,476,64,"540","77.92"
"195",5,"BREVARD",2151,"DISCOVERY ELEMENTARY SCHOOL",689,420,60,"480","69.67"
"196",5,"BREVARD",2161,"CHRISTA MCAULIFFE ELEM. SCHOOL",780,489,59,"548","70.26"
"197",5,"BREVARD",2171,"RIVIERA ELEMENTARY SCHOOL",758,562,53,"615","81.13"
"198",5,"BREVARD",2191,"JUPITER ELEMENTARY SCHOOL",843,549,63,"612","72.6"
"199",5,"BREVARD",2211,"BAYSIDE HIGH SCHOOL",1606,578,124,"702","43.71"
"200",5,"BREVARD",2212,"WESTSIDE ELEMENTARY SCHOOL",756,381,58,"439","58.07"
"201",5,"BREVARD",2221,"SUNRISE ELEMENTARY SCHOOL",756,368,59,"427","56.48"
"202",5,"BREVARD",2311,"HERITAGE HIGH SCHOOL",1797,867,193,"1,060","58.99"
"203",5,"BREVARD",3011,"EAU GALLIE HIGH SCHOOL",1675,586,88,"674","40.24"
"204",5,"BREVARD",3021,"CENTRAL MIDDLE SCHOOL",1263,548,110,"658","52.1"
"205",5,"BREVARD",3031,"LYNDON B. JOHNSON MIDDLE SCHL",793,319,56,"375","47.29"
"206",5,"BREVARD",3041,"SHERWOOD ELEMENTARY SCHOOL",515,212,28,"240","46.6"
"207",5,"BREVARD",3061,"HARBOR CITY ELEMENTARY SCHOOL",440,290,30,"320","72.73"
"208",5,"BREVARD",3071,"SABAL ELEMENTARY SCHOOL",601,333,34,"367","61.06"
"209",5,"BREVARD",3091,"CROTON ELEMENTARY SCHOOL",629,331,36,"367","58.35"
"210",5,"BREVARD",3101,"ROY ALLEN ELEMENTARY SCHOOL",577,312,47,"359","62.22"
"211",5,"BREVARD",3121,"SUNTREE ELEMENTARY SCHOOL",644,76,28,"104","16.15"
"212",5,"BREVARD",3131,"LONGLEAF ELEMENTARY SCHOOL",654,77,16,"93","14.22"
"213",5,"BREVARD",3141,"WEST SHORE JUNIOR/SENIOR HIGH",955,70,17,"87","9.11"
"214",5,"BREVARD",3151,"QUEST ELEMENTARY SCHOOL",864,123,35,"158","18.29"
"215",5,"BREVARD",4011,"MERRITT ISLAND HIGH SCHOOL",1501,298,50,"348","23.18"
"216",5,"BREVARD",4021,"EDGEWOOD JR/SR HIGH SCHOOL",930,80,19,"99","10.65"
"217",5,"BREVARD",4031,"MILA ELEMENTARY SCHOOL",520,361,17,"378","72.69"
"218",5,"BREVARD",4041,"TROPICAL ELEMENTARY SCHOOL",643,178,27,"205","31.88"
"219",5,"BREVARD",4051,"AUDUBON ELEMENTARY SCHOOL",473,157,14,"171","36.15"
"220",5,"BREVARD",4071,"ROBERT L. STEVENSON ELEMENTARY",489,49,16,"65","13.29"
"221",5,"BREVARD",4101,"GARDENDALE ELEMENTARY MAGNET S",491,248,16,"264","53.77"
"222",5,"BREVARD",4111,"THOMAS JEFFERSON MIDDLE SCHOOL",623,182,32,"214","34.35"
"223",5,"BREVARD",4121,"LEWIS CARROLL ELEMENTARY SCHL",657,193,28,"221","33.64"
"224",5,"BREVARD",5011,"COCOA BEACH JUNIOR/SENIOR HIGH",1246,218,31,"249","19.98"
"225",5,"BREVARD",5012,"THEODORE ROOSEVELT ELEMENTARY",414,121,26,"147","35.51"
"226",5,"BREVARD",5021,"FREEDOM 7 ELEMENTARY SCHOOL IN",410,18,7,"25","6.1"
"227",5,"BREVARD",5031,"CAPE VIEW ELEMENTARY SCHOOL",379,237,6,"243","64.12"
"228",5,"BREVARD",6011,"SATELLITE SENIOR HIGH SCHOOL",1272,172,57,"229","18"
"229",5,"BREVARD",6012,"DELAURA MIDDLE SCHOOL",802,115,41,"156","19.45"
"230",5,"BREVARD",6013,"SPESSARD L. HOLLAND ELEMENTARY",391,74,31,"105","26.85"
"231",5,"BREVARD",6051,"SEA PARK ELEMENTARY SCHOOL",393,125,21,"146","37.15"
"232",5,"BREVARD",6061,"SURFSIDE ELEMENTARY SCHOOL",383,76,8,"84","21.93"
"233",5,"BREVARD",6071,"OCEAN BREEZE ELEMENTARY SCHOOL",545,171,19,"190","34.86"
"234",5,"BREVARD",6081,"INDIALANTIC ELEMENTARY SCHOOL",744,96,22,"118","15.86"
"235",5,"BREVARD",6082,"HERBERT C. HOOVER MIDDLE SCHOO",568,119,21,"140","24.65"
"236",5,"BREVARD",6101,"GEMINI ELEMENTARY SCHOOL",536,66,15,"81","15.11"
"237",5,"BREVARD",6141,"DR. W.J. CREEL ELEMENTARY SCHL",946,593,65,"658","69.56"
"238",5,"BREVARD",6501,"PALM BAY ACADEMY CHARTER SCHOO",519,302,46,"348","67.05"
"239",5,"BREVARD",6506,"CAMPUS CHARTER SCHOOL",140,79,8,"87","62.14"
"240",5,"BREVARD",6507,"ODYSSEY CHARTER SCHOOL",762,398,78,"476","62.47"
"241",5,"BREVARD",6508,"SCULPTOR CHARTER SCHOOL",518,86,13,"99","19.11"
"242",5,"BREVARD",6509,"ROYAL PALM CHARTER SCHOOL",281,85,8,"93","33.1"
"243",5,"BREVARD",6511,"EDUCATIONAL HORIZONS CHARTER",92,17,8,"25","27.17"
"244",5,"BREVARD",6515,"IMAGINE SCHOOLS AT WEST MELBOU",218,181,8,"189","86.7"
"245",5,"BREVARD",7001,"BREVARD VIRTUAL INSTRUCTION PR",54,14,2,"16","29.63"
"246",5,"BREVARD",7004,"BREVARD VIRTUAL FRANCHISE",69,12,1,"13","18.84"
"247",5,"BREVARD",7023,"BREVARD VIRTUAL ELEMENTARY SCH",25,7,3,"10","40"
"248",6,"BROWARD",11,"DEERFIELD BEACH ELEMENTARY SCH",695,423,45,"468","67.34"
"249",6,"BROWARD",21,"POMPANO BEACH MIDDLE SCHOOL",1069,769,80,"849","79.42"
"250",6,"BROWARD",31,"OAKLAND PARK ELEMENTARY SCHOOL",608,496,30,"526","86.51"
"251",6,"BROWARD",41,"NORTH SIDE ELEMENTARY SCHOOL",434,430,1,"431","99.31"
"252",6,"BROWARD",101,"DANIA ELEMENTARY SCHOOL",488,338,37,"375","76.84"
"253",6,"BROWARD",111,"HOLLYWOOD HILLS ELEM. SCHOOL",742,223,63,"286","38.54"
"254",6,"BROWARD",121,"HOLLYWOOD CENTRAL ELEM. SCHOOL",534,285,53,"338","63.3"
"255",6,"BROWARD",131,"HALLANDALE ELEMENTARY SCHOOL",1090,874,96,"970","88.99"
"256",6,"BROWARD",151,"RIVERLAND ELEMENTARY SCHOOL",648,564,42,"606","93.52"
"257",6,"BROWARD",161,"WEST HOLLYWOOD ELEMENTARY SCHO",613,506,36,"542","88.42"
"258",6,"BROWARD",171,"SOUTH BROWARD HIGH SCHOOL",2116,1139,214,"1,353","63.94"
"259",6,"BROWARD",185,"POMPANO BEACH H. S.",1203,318,132,"450","37.41"
"260",6,"BROWARD",191,"WILTON MANORS ELEMENTARY SCHOO",549,385,47,"432","78.69"
"261",6,"BROWARD",201,"BENNETT ELEMENTARY SCHOOL",375,283,37,"320","85.33"
"262",6,"BROWARD",211,"STRANAHAN HIGH SCHOOL",1679,1120,166,"1,286","76.59"
"263",6,"BROWARD",221,"CROISSANT PARK ELEMENTARY SCHO",771,537,100,"637","82.62"
"264",6,"BROWARD",231,"COLBERT ELEMENTARY SCHOOL",584,494,30,"524","89.73"
"265",6,"BROWARD",241,"MCARTHUR HIGH SCHOOL",2251,1303,268,"1,571","69.79"
"266",6,"BROWARD",251,"SUNRISE MIDDLE SCHOOL",1137,668,75,"743","65.35"
"267",6,"BROWARD",271,"DILLARD ELEMENTARY SCHOOL",642,606,18,"624","97.2"
"268",6,"BROWARD",321,"WALKER ELEMENTARY (MAGNET)",559,513,15,"528","94.45"
"269",6,"BROWARD",331,"COLLINS ELEMENTARY SCHOOL",315,283,10,"293","93.02"
"270",6,"BROWARD",341,"BETHUNE MARY M ELEMENTARY SCHO",718,613,40,"653","90.95"
"271",6,"BROWARD",343,"ATTUCKS MIDDLE SCHOOL",802,559,80,"639","79.68"
"272",6,"BROWARD",361,"BLANCHE ELY HIGH SCHOOL",2053,1409,148,"1,557","75.84"
"273",6,"BROWARD",371,"DILLARD HIGH SCHOOL",1642,1164,118,"1,282","78.08"
"274",6,"BROWARD",391,"DEERFIELD PARK ELEMENTARY SCHL",583,509,40,"549","94.17"
"275",6,"BROWARD",403,"HALLANDALE HIGH SCHOOL",1293,868,113,"981","75.87"
"276",6,"BROWARD",405,"LANIER-JAMES EDUCATION CENTER",74,47,6,"53","71.62"
"277",6,"BROWARD",422,"SUNSET SCHOOL",128,88,8,"96","75"
