"Date","Max_TemperatureF","Mean_TemperatureF","Min_TemperatureF"
2013-05-17,89,75,61
2013-05-18,90,78,65
2013-05-19,90,80,69
2013-05-20,89,78,67
2013-05-21,87,76,64
2013-05-22,89,77,65
2013-05-23,91,78,65
2013-05-24,90,77,63
2013-05-25,85,72,58
2013-05-26,87,70,53
2013-05-27,88,72,56
2013-05-28,89,74,59
2013-05-29,90,79,67
2013-05-30,90,80,70
2013-05-31,87,78,68
2013-06-01,89,79,69
2013-06-02,93,83,72
2013-06-03,92,82,71
2013-06-04,87,79,71
2013-06-05,83,77,71
2013-06-06,80,76,72
2013-06-07,89,80,70
2013-06-08,92,82,71
2013-06-09,91,81,70
2013-06-10,91,82,73
2013-06-11,92,82,72
2013-06-12,95,83,71
2013-06-13,95,85,75
2013-06-14,91,82,73
2013-06-15,88,81,73
2013-06-16,90,81,72
2013-06-17,93,83,73
2013-06-18,93,82,71
2013-06-19,93,83,72
2013-06-20,93,83,73
2013-06-21,90,81,71
2013-06-22,89,79,68
2013-06-23,92,82,71
2013-06-24,92,82,72
2013-06-25,92,83,73
2013-06-26,93,82,71
2013-06-27,90,80,69
2013-06-28,91,83,75
2013-06-29,85,80,74
2013-06-30,87,80,73
2013-07-01,82,77,72
2013-07-02,90,82,73
2013-07-03,91,82,73
2013-07-04,90,81,72
2013-07-05,89,80,71
2013-07-06,91,82,73
2013-07-07,92,83,73
2013-07-08,92,84,76
2013-07-09,93,83,73
2013-07-10,92,82,71
2013-07-11,90,81,72
2013-07-12,89,81,72
2013-07-13,86,79,72
2013-07-14,85,79,72
2013-07-15,84,78,71
2013-07-16,91,82,73
2013-07-17,92,83,74
2013-07-18,91,82,73
2013-07-19,88,80,72
2013-07-20,86,79,72
2013-07-21,87,80,72
2013-07-22,87,80,73
2013-07-23,85,79,73
2013-07-24,86,79,72
2013-07-25,87,80,73
2013-07-26,95,85,74
2013-07-27,93,84,74
2013-07-28,89,81,73
2013-07-29,93,82,71
2013-07-30,93,84,75
2013-07-31,92,82,72
2013-08-01,88,81,73
2013-08-02,92,82,71
2013-08-03,92,83,74
2013-08-04,92,84,76
2013-08-05,95,87,78
2013-08-06,94,84,74
2013-08-07,91,83,75
2013-08-08,92,84,76
2013-08-09,90,82,73
2013-08-10,93,83,72
2013-08-11,94,85,76
2013-08-12,96,85,74
2013-08-13,94,84,74
2013-08-14,94,84,74
2013-08-15,92,83,73
2013-08-16,87,80,73
2013-08-17,90,82,74
2013-08-18,90,81,72
2013-08-19,92,84,75
2013-08-20,93,83,72
2013-08-21,90,81,72
2013-08-22,89,82,74
2013-08-23,87,80,73
2013-08-24,90,82,73
2013-08-25,85,80,74
2013-08-26,89,81,72
2013-08-27,89,80,71
2013-08-28,91,80,69
2013-08-29,92,82,71
2013-08-30,93,84,75
2013-08-31,91,82,72
2013-09-01,91,82,72
2013-09-02,91,81,71
2013-09-03,88,81,73
2013-09-04,94,83,72
2013-09-05,93,82,71
2013-09-06,94,83,71
2013-09-07,91,80,69
2013-09-08,90,79,68
2013-09-09,91,79,66
2013-09-10,90,78,66
2013-09-11,90,81,71
2013-09-12,90,80,69
2013-09-13,92,81,69
2013-09-14,92,80,68
2013-09-15,94,83,71
2013-09-16,93,83,73
2013-09-17,92,81,70
2013-09-18,87,79,71
2013-09-19,90,80,69
2013-09-20,90,78,65
2013-09-21,89,78,66
2013-09-22,82,78,73
2013-09-23,82,78,73
2013-09-24,84,79,74
2013-09-25,84,78,71
2013-09-26,87,79,70
2013-09-27,86,77,67
2013-09-28,79,74,68
2013-09-29,86,77,67
2013-09-30,87,77,67
2013-10-01,86,77,68
2013-10-02,86,75,63
2013-10-03,88,77,66
2013-10-04,91,80,68
2013-10-05,90,79,67
2013-10-06,89,79,68
2013-10-07,85,78,70
2013-10-08,82,75,67
2013-10-09,73,65,57
2013-10-10,85,71,57
2013-10-11,85,71,57
2013-10-12,85,73,60
2013-10-13,87,72,56
2013-10-14,83,73,62
2013-10-15,74,71,67
2013-10-16,88,76,64
2013-10-17,88,76,63
2013-10-18,89,76,63
2013-10-19,89,79,68
2013-10-20,84,75,66
2013-10-21,87,77,66
2013-10-22,82,77,71
2013-10-23,78,65,51
2013-10-24,74,61,48
2013-10-25,78,62,46
2013-10-26,76,61,45
2013-10-27,78,61,43
2013-10-28,82,65,47
2013-10-29,84,69,54
2013-10-30,85,71,56
2013-10-31,86,73,60
2013-11-01,86,75,63
2013-11-02,76,65,53
2013-11-03,74,63,51
2013-11-04,77,66,55
2013-11-05,76,69,62
2013-11-06,80,73,66
2013-11-07,85,77,68
2013-11-08,73,63,52
2013-11-09,80,66,51
2013-11-10,81,70,58
2013-11-11,82,68,54
2013-11-12,80,71,62
2013-11-13,65,57,48
2013-11-14,76,61,45
2013-11-15,71,66,60
2013-11-16,80,70,59
2013-11-17,80,73,65
2013-11-18,75,71,66
2013-11-19,73,65,56
2013-11-20,76,66,55
2013-11-21,77,70,63
2013-11-22,79,70,60
2013-11-23,82,69,55
2013-11-24,66,56,45
2013-11-25,74,60,45
2013-11-26,77,68,59
2013-11-27,69,52,35
2013-11-28,59,44,29
2013-11-29,69,56,42
2013-11-30,68,60,51
2013-12-01,74,63,51
2013-12-02,73,62,51
2013-12-03,76,60,44
2013-12-04,80,67,54
2013-12-05,83,69,54
2013-12-06,84,71,58
2013-12-07,83,72,60
2013-12-08,82,70,57
2013-12-09,83,72,61
2013-12-10,81,67,53
2013-12-11,71,60,49
2013-12-12,67,51,35
2013-12-13,70,52,34
2013-12-14,77,65,52
2013-12-15,68,57,46
2013-12-16,61,49,36
2013-12-17,68,51,34
2013-12-18,66,51,35
2013-12-19,72,52,32
2013-12-20,78,61,44
2013-12-21,84,70,56
2013-12-22,83,74,64
2013-12-23,83,73,63
2013-12-24,63,52,40
2013-12-25,69,53,36
2013-12-26,66,58,49
2013-12-27,62,56,50
2013-12-28,72,63,53
2013-12-29,71,64,57
2013-12-30,67,57,47
2013-12-31,65,56,47
2014-01-01,58,55,51
2014-01-02,65,59,52
2014-01-03,52,42,32
2014-01-04,59,46,33
2014-01-05,76,64,51
2014-01-06,66,51,36
2014-01-07,41,33,25
2014-01-08,53,42,30
2014-01-09,65,57,48
2014-01-10,79,70,61
2014-01-11,78,70,62
2014-01-12,66,54,42
2014-01-13,74,57,39
2014-01-14,70,58,46
2014-01-15,62,51,40
2014-01-16,51,42,32
2014-01-17,66,48,30
2014-01-18,54,43,32
2014-01-19,63,46,29
2014-01-20,67,50,33
2014-01-21,69,58,46
2014-01-22,50,40,29
2014-01-23,57,43,28
2014-01-24,52,44,35
2014-01-25,63,51,38
2014-01-26,65,52,39
2014-01-27,75,62,49
2014-01-28,68,56,44
2014-01-29,44,40,35
2014-01-30,46,40,34
2014-01-31,61,51,40
2014-02-01,77,65,53
2014-02-02,75,69,62
2014-02-03,84,71,57
2014-02-04,82,70,57
2014-02-05,77,70,63
2014-02-06,63,54,45
2014-02-07,53,50,47
2014-02-08,56,51,46
2014-02-09,70,54,37
2014-02-10,73,56,38
2014-02-11,76,59,41
2014-02-12,58,53,48
2014-02-13,61,50,39
2014-02-14,64,47,30
2014-02-15,64,54,43
2014-02-16,69,51,33
2014-02-17,75,57,38
2014-02-18,78,60,42
2014-02-19,82,67,52
2014-02-20,84,66,48
2014-02-21,73,67,60
2014-02-22,76,65,54
2014-02-23,64,58,52
2014-02-24,69,63,56
2014-02-25,78,67,56
2014-02-26,62,57,52
2014-02-27,58,51,44
2014-02-28,67,50,32
2014-03-01,73,57,41
2014-03-02,77,62,47
2014-03-03,80,65,49
2014-03-04,67,57,47
2014-03-05,54,50,46
2014-03-06,57,53,48
2014-03-07,48,45,41
2014-03-08,71,53,34
2014-03-09,76,59,41
2014-03-10,79,64,48
2014-03-11,79,64,48
2014-03-12,80,71,61
2014-03-13,64,53,42
2014-03-14,73,53,33
2014-03-15,77,61,45
2014-03-16,83,68,53
2014-03-17,65,62,59
2014-03-18,66,61,56
2014-03-19,70,61,51
2014-03-20,78,64,50
2014-03-21,80,65,49
2014-03-22,82,71,59
2014-03-23,79,68,56
2014-03-24,67,62,56
2014-03-25,74,62,50
2014-03-26,62,51,39
2014-03-27,70,57,44
2014-03-28,78,68,57
2014-03-29,75,69,62
2014-03-30,73,60,47
2014-03-31,80,62,44
2014-04-01,82,63,43
2014-04-02,84,65,46
2014-04-03,85,69,53
2014-04-04,83,69,54
2014-04-05,82,73,63
2014-04-06,85,74,63
2014-04-07,87,76,64
2014-04-08,77,67,56
2014-04-09,75,64,52
2014-04-10,78,63,48
2014-04-11,81,66,51
2014-04-12,83,70,57
2014-04-13,84,70,55
2014-04-14,86,75,63
2014-04-15,80,65,50
2014-04-16,69,56,42
2014-04-17,75,64,53
2014-04-18,73,68,62
2014-04-19,73,66,59
2014-04-20,65,61,56
2014-04-21,73,64,54
2014-04-22,82,67,52
2014-04-23,85,72,59
2014-04-24,86,74,62
2014-04-25,85,73,60
2014-04-26,86,76,65
2014-04-27,89,74,59
2014-04-28,91,77,63
2014-04-29,87,76,64
2014-04-30,82,74,65
2014-05-01,87,78,68
2014-05-02,71,65,59
2014-05-03,67,60,53
2014-05-04,85,69,53
2014-05-05,89,75,61
2014-05-06,89,73,56
2014-05-07,90,75,59
2014-05-08,91,77,63
2014-05-09,89,79,69
2014-05-10,88,78,68
2014-05-11,86,77,68
2014-05-12,89,77,64
2014-05-13,89,78,66
2014-05-14,87,77,66
2014-05-15,83,74,64
2014-05-16,78,66,53
2014-05-17,81,68,54
2014-05-18,84,67,49
2014-05-19,86,72,58
2014-05-20,84,72,59
2014-05-21,87,71,55
2014-05-22,90,76,62
2014-05-23,92,79,66
2014-05-24,93,82,70
2014-05-25,93,80,67
2014-05-26,89,78,66
2014-05-27,87,76,65
2014-05-28,88,77,66
2014-05-29,89,78,66
2014-05-30,89,77,65
2014-05-31,86,77,67
2014-06-01,85,77,68
2014-06-02,84,75,65
2014-06-03,85,73,61
2014-06-04,86,74,62
2014-06-05,89,76,63
2014-06-06,91,80,68
2014-06-07,89,79,68
2014-06-08,92,81,70
2014-06-09,93,81,69
2014-06-10,91,80,69
2014-06-11,86,77,68
2014-06-12,84,77,70
2014-06-13,85,78,70
2014-06-14,86,78,70
2014-06-15,90,79,68
2014-06-16,90,79,67
2014-06-17,90,78,66
2014-06-18,91,79,66
2014-06-19,91,79,67
2014-06-20,93,82,70
2014-06-21,90,80,69
2014-06-22,90,81,71
2014-06-23,86,78,69
2014-06-24,89,79,69
2014-06-25,92,82,71
2014-06-26,92,83,74
2014-06-27,93,83,73
2014-06-28,95,85,75
2014-06-29,94,83,72
2014-06-30,93,82,71
2014-07-01,93,82,71
2014-07-02,92,82,71
2014-07-03,93,82,71
2014-07-04,90,80,70
2014-07-05,92,81,69
2014-07-06,88,79,69
2014-07-07,89,79,69
2014-07-08,87,79,71
2014-07-09,90,80,69
2014-07-10,88,80,72
2014-07-11,92,81,70
2014-07-12,85,78,71
2014-07-13,90,80,70
2014-07-14,90,81,71
2014-07-15,88,80,71
2014-07-16,86,79,71
2014-07-17,90,80,69
2014-07-18,92,82,71
2014-07-19,90,81,72
2014-07-20,91,81,71
2014-07-21,89,80,71
2014-07-22,91,81,70
2014-07-23,92,82,71
2014-07-24,93,82,71
2014-07-25,92,83,73
2014-07-26,91,82,72
2014-07-27,92,84,75
2014-07-28,93,85,77
2014-07-29,93,83,73
2014-07-30,91,79,66
2014-07-31,91,79,66
2014-08-01,91,82,72
2014-08-02,93,81,69
2014-08-03,92,83,74
2014-08-04,89,82,74
2014-08-05,92,83,74
2014-08-06,94,83,72
2014-08-07,95,84,72
2014-08-08,91,82,72
2014-08-09,90,81,71
2014-08-10,91,82,72
2014-08-11,87,80,73
2014-08-12,84,79,73
2014-08-13,90,82,74
2014-08-14,88,81,73
2014-08-15,85,78,71
2014-08-16,92,81,70
2014-08-17,93,83,73
2014-08-18,90,81,72
2014-08-19,92,83,73
2014-08-20,92,83,73
2014-08-21,96,85,74
2014-08-22,97,85,72
2014-08-23,97,85,73
2014-08-24,96,85,73
2014-08-25,87,81,74
2014-08-26,91,81,71
2014-08-27,91,79,67
2014-08-28,92,78,63
2014-08-29,95,83,71
2014-08-30,93,82,71
2014-08-31,93,82,70
2014-09-01,93,83,72
2014-09-02,91,82,72
2014-09-03,91,82,72
2014-09-04,91,81,70
2014-09-05,89,80,71
2014-09-06,80,77,73
2014-09-07,86,79,72
2014-09-08,89,81,72
2014-09-09,89,81,72
2014-09-10,91,81,71
2014-09-11,92,81,70
2014-09-12,92,81,70
2014-09-13,91,82,73
2014-09-14,91,82,72
2014-09-15,90,81,71
2014-09-16,78,75,72
2014-09-17,86,78,70
2014-09-18,91,80,69
2014-09-19,82,75,68
2014-09-20,85,77,69
2014-09-21,88,77,65
2014-09-22,85,75,65
2014-09-23,79,75,70
2014-09-24,78,72,66
2014-09-25,79,72,64
2014-09-26,86,76,66
2014-09-27,86,80,73
2014-09-28,86,79,71
2014-09-29,79,75,71
2014-09-30,82,77,72
2014-10-01,83,77,71
2014-10-02,89,79,69
2014-10-03,88,79,69
2014-10-04,80,69,58
2014-10-05,74,61,47
2014-10-06,79,64,49
2014-10-07,83,73,62
2014-10-08,88,76,64
2014-10-09,88,76,64
2014-10-10,88,77,65
2014-10-11,89,75,61
2014-10-12,88,76,64
2014-10-13,89,79,68
2014-10-14,87,79,71
2014-10-15,78,68,57
2014-10-16,78,65,52
2014-10-17,80,65,50
2014-10-18,82,67,51
2014-10-19,81,70,59
2014-10-20,84,70,56
2014-10-21,83,72,60
2014-10-22,79,67,54
2014-10-23,77,62,46
2014-10-24,77,61,45
2014-10-25,78,62,46
2014-10-26,82,64,45
2014-10-27,87,71,54
2014-10-28,83,69,54
2014-10-29,83,71,58
2014-10-30,78,68,57
2014-10-31,74,63,51
2014-11-01,58,50,42
2014-11-02,64,51,37
2014-11-03,70,52,33
2014-11-04,77,63,48
2014-11-05,81,69,57
2014-11-06,80,68,55
2014-11-07,68,56,44
2014-11-08,67,55,43
2014-11-09,71,61,50
2014-11-10,77,64,51
2014-11-11,79,65,50
2014-11-12,77,60,43
2014-11-13,75,65,55
2014-11-14,64,54,43
2014-11-15,69,54,38
2014-11-16,80,65,50
2014-11-17,78,66,53
2014-11-18,53,43,33
2014-11-19,55,41,27
2014-11-20,64,44,24
2014-11-21,70,53,35
2014-11-22,72,60,47
2014-11-23,82,74,66
2014-11-24,83,77,71
2014-11-25,73,68,62
2014-11-26,63,51,38
2014-11-27,64,50,36
2014-11-28,57,46,34
2014-11-29,69,51,32
2014-11-30,76,59,42
2014-12-01,78,64,49
2014-12-02,80,69,58
2014-12-03,79,68,56
2014-12-04,81,68,55
2014-12-05,77,69,61
2014-12-06,81,71,61
2014-12-07,63,59,54
2014-12-08,57,53,48
2014-12-09,63,51,39
2014-12-10,60,47,33
2014-12-11,60,46,31
2014-12-12,66,50,34
2014-12-13,68,49,29
2014-12-14,71,52,32
2014-12-15,70,52,33
2014-12-16,75,55,35
2014-12-17,69,56,43
2014-12-18,64,52,40
2014-12-19,72,59,45
2014-12-20,73,58,43
2014-12-21,64,61,57
2014-12-22,73,67,61
2014-12-23,74,69,63
2014-12-24,79,70,60
2014-12-25,63,52,41
2014-12-26,71,54,37
2014-12-27,77,64,50
2014-12-28,79,68,57
2014-12-29,77,67,56
2014-12-30,70,63,56
2014-12-31,57,54,51
2015-01-01,66,58,49
2015-01-02,73,64,55
2015-01-03,83,72,61
2015-01-04,81,72,62
2015-01-05,66,55,44
2015-01-06,71,55,39
2015-01-07,65,49,32
2015-01-08,46,37,28
2015-01-09,56,46,36
2015-01-10,60,48,36
2015-01-11,68,58,47
2015-01-12,69,63,57
2015-01-13,69,64,58
2015-01-14,60,55,50
2015-01-15,50,48,46
2015-01-16,61,49,37
2015-01-17,68,51,33
2015-01-18,70,55,40
2015-01-19,68,50,32
2015-01-20,69,53,37
2015-01-21,76,61,45
2015-01-22,74,60,45
2015-01-23,69,64,58
2015-01-24,69,54,39
2015-01-25,62,48,33
2015-01-26,61,53,45
2015-01-27,66,52,37
2015-01-28,58,46,33
2015-01-29,67,49,30
2015-01-30,68,54,39
2015-01-31,66,50,33
2015-02-01,73,56,39
2015-02-02,68,55,41
2015-02-03,58,45,32
2015-02-04,59,53,47
2015-02-05,65,53,40
2015-02-06,62,50,37
2015-02-07,68,51,34
2015-02-08,74,57,39
2015-02-09,71,57,42
2015-02-10,63,53,43
2015-02-11,66,52,37
2015-02-12,71,55,39
2015-02-13,55,43,31
2015-02-14,63,45,27
2015-02-15,69,58,46
2015-02-16,74,58,42
2015-02-17,65,56,46
2015-02-18,57,46,35
2015-02-19,46,36,26
2015-02-20,53,38,22
2015-02-21,71,51,31
2015-02-22,80,64,47
2015-02-23,77,66,54
2015-02-24,65,59,53
2015-02-25,70,61,51
2015-02-26,72,61,49
2015-02-27,58,52,45
2015-02-28,59,54,49
2015-03-01,76,64,51
2015-03-02,82,70,57
2015-03-03,84,72,60
2015-03-04,84,72,59
2015-03-05,83,72,61
2015-03-06,67,56,45
2015-03-07,69,56,43
2015-03-08,76,58,39
2015-03-09,79,64,49
2015-03-10,86,71,56
2015-03-11,87,74,60
2015-03-12,85,75,64
2015-03-13,84,75,66
2015-03-14,85,75,65
2015-03-15,85,72,58
2015-03-16,84,69,53
2015-03-17,86,69,52
2015-03-18,82,71,60
2015-03-19,83,71,59
2015-03-20,85,73,60
2015-03-21,83,72,61
2015-03-22,83,74,64
2015-03-23,80,70,60
2015-03-24,71,64,57
2015-03-25,78,69,59
2015-03-26,81,69,57
2015-03-27,73,62,50
2015-03-28,66,54,41
2015-03-29,67,53,38
2015-03-30,78,59,39
2015-03-31,81,69,57
2015-04-01,83,74,64
2015-04-02,83,70,57
2015-04-03,86,72,58
2015-04-04,84,71,57
2015-04-05,77,70,62
2015-04-06,83,73,62
2015-04-07,85,73,61
2015-04-08,87,75,62
2015-04-09,86,74,61
2015-04-10,87,76,65
2015-04-11,83,73,62
2015-04-12,84,75,65
2015-04-13,82,74,65
2015-04-14,87,76,65
2015-04-15,85,76,67
2015-04-16,77,71,65
2015-04-17,74,70,65
2015-04-18,87,77,66
2015-04-19,86,77,67
2015-04-20,79,71,62
2015-04-21,82,72,61
2015-04-22,86,71,56
2015-04-23,87,73,58
2015-04-24,84,73,62
2015-04-25,86,74,61
2015-04-26,87,79,70
2015-04-27,79,73,67
2015-04-28,76,71,66
2015-04-29,85,74,62
2015-04-30,78,68,58
2015-05-01,80,65,50
2015-05-02,79,63,47
2015-05-03,81,65,49
2015-05-04,80,67,53
2015-05-05,81,70,59
2015-05-06,82,72,61
2015-05-07,86,73,59
2015-05-08,88,73,57
2015-05-09,90,75,59
2015-05-10,92,78,63
2015-05-11,93,78,62
2015-05-12,90,78,66
2015-05-13,91,79,67
2015-05-14,89,78,66
2015-05-15,84,76,68
2015-05-16,86,75,64
2015-05-17,89,77,64
2015-05-18,90,80,69
2015-05-19,91,80,68
2015-05-20,92,79,66
2015-05-21,92,81,70
2015-05-22,89,79,68
2015-05-23,88,78,67
2015-05-24,87,78,68
2015-05-25,93,82,70
2015-05-26,91,81,71
2015-05-27,90,80,69
2015-05-28,89,76,62
2015-05-29,89,77,64
2015-05-30,90,77,63
2015-05-31,92,79,66
2015-06-01,92,80,67
2015-06-02,82,74,66
2015-06-03,88,78,67
2015-06-04,92,80,67
2015-06-05,90,79,67
2015-06-06,90,78,66
2015-06-07,90,78,65
2015-06-08,92,79,66
2015-06-09,90,81,71
2015-06-10,89,79,68
2015-06-11,89,79,68
2015-06-12,92,80,68
2015-06-13,94,82,70
2015-06-14,96,82,68
2015-06-15,96,82,67
2015-06-16,100,86,71
2015-06-17,99,86,72
2015-06-18,99,86,72
2015-06-19,97,84,70
2015-06-20,98,86,73
2015-06-21,99,86,72
2015-06-22,99,86,72
2015-06-23,93,83,72
2015-06-24,93,82,71
2015-06-25,88,80,72
2015-06-26,91,80,69
2015-06-27,91,81,71
2015-06-28,91,82,72
2015-06-29,85,79,73
2015-06-30,92,81,69
2015-07-01,88,76,68
