"Date","Max_TemperatureF","Mean_TemperatureF","Min_TemperatureF"
2000-01-01,77,62,48
2000-01-02,78,64,51
2000-01-03,79,64,50
2000-01-04,81,66,51
2000-01-05,60,52,43
2000-01-06,73,58,43
2000-01-07,66,58,51
2000-01-08,75,60,44
2000-01-09,79,65,51
2000-01-10,77,66,55
2000-01-11,73,58,43
2000-01-12,75,58,41
2000-01-13,78,58,39
2000-01-14,59,48,36
2000-01-15,62,48,34
2000-01-16,69,50,32
2000-01-17,64,53,42
2000-01-18,72,62,51
2000-01-19,64,60,55
2000-01-20,72,60,45
2000-01-21,55,42,30
2000-01-22,64,46,27
2000-01-23,75,56,37
2000-01-24,60,51,42
2000-01-25,50,42,33
2000-01-26,46,37,25
2000-01-27,50,38,26
2000-01-28,53,45,37
2000-01-29,66,58,50
2000-01-30,73,60,48
2000-01-31,48,44,39
2000-02-01,59,46,32
2000-02-02,62,52,39
2000-02-03,66,54,43
2000-02-04,69,52,36
2000-02-05,53,42,28
2000-02-06,61,43,25
2000-02-07,64,48,32
2000-02-08,66,52,39
2000-02-09,66,52,37
2000-02-10,70,53,36
2000-02-11,71,55,39
2000-02-12,73,62,51
2000-02-13,75,62,50
2000-02-14,68,64,61
2000-02-15,73,62,46
2000-02-16,81,62,42
2000-02-17,81,66,51
2000-02-18,79,64,50
2000-02-19,80,68,57
2000-02-20,70,59,46
2000-02-21,66,50,34
2000-02-22,64,54,45
2000-05-03,86,70,62
2000-05-04,84,68,53
2000-05-05,86,70,57
2000-05-06,86,70,57
2000-05-07,89,72,57
2000-05-08,88,71,55
2000-05-09,88,76,63
2000-05-10,91,78,66
2000-05-11,93,81,69
2000-05-12,95,78,62
2000-05-13,93,78,62
2000-05-14,93,81,69
2000-05-15,91,76,63
2000-05-16,88,77,66
2000-05-17,91,74,60
2000-05-18,91,76,61
2000-05-19,93,74,57
2000-05-20,95,78,62
2000-05-21,93,77,63
2000-05-22,87,75,64
2000-05-23,91,80,69
2000-05-24,93,82,72
2000-05-25,95,84,73
2000-05-26,95,82,73
2000-05-27,97,81,66
2000-05-28,97,83,69
2000-05-29,96,85,75
2000-05-30,86,76,64
2000-05-31,82,70,59
2000-06-09,70,NA,70
2000-06-10,89,80,70
2000-06-11,89,76,62
2000-06-12,91,80,70
2000-06-13,95,81,69
2000-06-14,93,81,71
2000-06-15,93,81,69
2000-06-16,95,80,69
2000-06-17,93,82,72
2000-06-18,93,82,71
2000-06-19,95,81,69
2000-06-20,93,82,70
2000-06-21,90,80,70
2000-06-22,87,78,71
2000-06-23,89,80,71
2000-06-24,90,72,68
2000-06-25,91,78,66
2000-06-26,89,78,69
2000-06-27,89,79,70
2000-06-28,89,77,66
2000-06-29,87,78,71
2000-06-30,84,78,73
2000-07-01,90,81,70
2000-07-02,90,76,64
2000-07-03,89,76,64
2000-07-04,91,78,66
2000-07-05,95,80,66
2000-07-06,97,84,73
2000-07-07,98,84,71
2000-07-08,91,80,71
2000-07-09,90,81,72
2000-07-10,93,80,66
2000-07-11,95,81,69
2000-07-12,91,81,73
2000-07-13,86,78,71
2000-07-14,88,82,75
2000-07-15,95,86,78
2000-07-16,91,79,69
2000-07-17,91,80,69
2000-07-18,96,84,75
2000-07-19,97,84,73
2000-07-20,98,84,71
2000-07-21,91,81,71
2000-07-22,88,80,73
2000-07-23,84,78,73
2000-07-24,81,76,72
2000-07-25,90,79,71
2000-07-26,89,78,69
2000-07-27,91,80,68
2000-07-28,90,80,71
2000-07-29,91,80,70
2000-07-30,108,87,69
2000-07-31,105,86,69
2000-08-01,93,82,73
2000-08-02,93,82,71
2000-08-03,109,80,72
2000-08-04,106,80,71
2000-08-05,91,82,73
2000-08-06,91,81,71
2000-08-07,91,80,70
2000-08-08,93,82,72
2000-08-09,93,83,73
2000-08-10,91,81,71
2000-08-11,91,82,73
2000-08-22,86,NA,86
2000-08-27,77,70,68
2000-08-31,90,76,73
2000-09-01,88,80,73
2000-09-02,86,78,73
2000-09-03,87,80,73
2000-09-04,88,80,72
2000-09-05,82,76,70
2000-09-06,91,80,71
2000-09-07,84,76,71
2000-09-08,86,80,73
2000-09-09,78,76,75
2000-09-10,86,80,73
2000-09-11,86,78,71
2000-09-12,89,78,66
2000-09-13,90,79,69
2000-09-14,90,80,70
2000-09-15,90,79,69
2000-09-16,82,76,71
2000-09-17,73,70,68
2000-09-18,80,72,66
2000-09-19,82,72,63
2000-09-20,89,80,71
2000-09-21,87,80,73
2000-09-22,82,78,75
2000-09-23,90,80,72
2000-09-24,90,80,71
2000-09-25,90,80,70
2000-09-26,84,78,72
2000-09-27,77,72,66
2000-09-28,82,73,64
2000-09-29,78,70,62
2000-09-30,82,75,68
2000-10-01,82,73,62
2000-10-02,84,70,57
2000-10-03,86,72,61
2000-10-04,87,78,71
2000-10-05,90,78,66
2000-10-06,89,79,69
2000-10-07,79,74,68
2000-10-08,77,68,59
2000-10-09,63,52,42
2000-10-10,66,56,48
2000-10-11,75,62,48
2000-10-12,79,64,50
2000-10-13,80,67,55
2000-10-14,81,66,51
2000-10-15,81,63,46
2000-10-16,82,64,46
2000-10-17,81,64,48
2000-10-18,82,65,48
2000-10-19,82,68,53
2000-10-20,73,68,62
2000-10-21,82,71,62
2000-10-22,81,72,63
2000-10-23,78,70,62
2000-10-24,73,68,62
2000-10-25,80,66,55
2000-10-26,81,71,61
2000-10-27,78,68,55
2000-10-28,84,67,52
2000-10-29,84,68,55
2000-10-30,80,68,55
2000-10-31,80,64,48
2000-11-01,79,66,52
2000-11-02,80,65,50
2000-11-03,82,66,51
2000-11-04,82,68,55
2000-11-05,80,68,57
2000-11-06,81,69,57
2000-11-07,82,70,59
2000-11-08,82,70,57
2000-11-09,82,72,62
2000-11-10,75,64,52
2000-11-11,73,58,44
2000-11-12,73,56,39
2000-11-13,75,60,45
2000-11-14,71,56,41
2000-11-15,64,50,35
2000-11-16,73,55,37
2000-11-17,81,69,57
2000-11-18,64,58,52
2000-11-19,82,64,46
2000-11-20,59,48,37
2000-11-21,55,45,33
2000-11-22,57,42,28
2000-11-23,62,45,28
2000-11-24,75,60,46
2000-11-25,78,70,62
2000-11-26,61,54,48
2000-11-27,66,54,42
2000-11-28,68,52,37
2000-11-29,64,54,42
2000-11-30,66,52,36
2000-12-01,71,52,34
2000-12-02,72,58,44
2000-12-03,57,50,41
2000-12-04,57,46,36
2000-12-05,62,48,32
2000-12-06,64,46,28
2000-12-07,66,50,34
2000-12-08,75,56,37
2000-12-09,78,68,55
2000-12-10,79,65,51
2000-12-11,73,65,57
2000-12-12,77,70,62
2000-12-13,79,66,52
2000-12-14,80,70,59
2000-12-15,79,70,60
2000-12-16,81,72,64
2000-12-17,69,52,33
2000-12-18,60,44,27
2000-12-19,46,37,28
2000-12-20,44,32,21
2000-12-21,59,40,21
2000-12-22,60,48,35
2000-12-23,61,44,28
2000-12-24,62,50,39
2000-12-25,62,50,37
2000-12-26,61,50,39
2000-12-27,72,54,37
2000-12-28,64,57,50
2000-12-29,50,44,36
2000-12-30,45,36,28
2000-12-31,45,32,19
2001-01-01,52,38,23
2001-01-02,45,36,26
2001-01-03,50,37,24
2001-01-04,52,38,25
2001-01-05,63,44,24
2001-01-06,63,50,34
2001-01-07,66,47,28
2001-01-08,70,58,46
2001-01-09,48,38,25
2001-01-10,55,40,24
2001-01-11,69,50,30
2001-01-12,66,54,42
2001-01-13,64,52,41
2001-01-14,71,58,44
2001-01-15,75,60,44
2001-01-16,75,60,44
2001-01-17,75,64,53
2001-01-18,77,66,55
2001-01-19,82,68,53
2001-01-20,70,53,35
2001-01-21,51,38,24
2001-01-22,59,46,32
2001-01-23,62,49,35
2001-01-24,64,47,30
2001-01-25,61,49,36
2001-01-26,62,45,28
2001-01-27,71,52,32
2001-01-28,73,56,39
2001-01-29,73,58,44
2001-01-30,69,66,63
2001-01-31,68,64,59
2001-02-01,62,58,53
2001-02-02,60,53,43
2001-02-03,57,52,46
2001-02-04,53,48,44
2001-02-05,66,54,39
2001-02-06,70,51,32
2001-02-07,75,54,33
2001-02-08,77,60,44
2001-02-09,80,63,46
2001-02-10,75,63,51
2001-02-11,75,66,57
2001-02-12,75,63,51
2001-02-13,73,62,51
2001-02-14,80,70,59
2001-02-15,82,68,55
2001-02-16,82,68,55
2001-02-17,73,64,55
2001-02-18,71,56,42
2001-02-19,75,57,39
2001-02-20,77,62,46
2001-02-21,80,68,55
2001-02-22,80,66,53
2001-02-23,68,62,55
2001-02-24,78,66,53
2001-02-25,84,74,64
2001-02-26,84,74,63
2001-02-27,82,70,57
2001-02-28,84,72,59
2001-03-01,75,70,66
2001-03-02,82,74,66
2001-03-03,82,72,63
2001-03-04,73,67,59
2001-03-05,66,56,46
2001-03-06,62,52,41
2001-03-07,66,52,39
2001-03-08,68,50,33
2001-03-09,69,52,36
2001-03-10,68,59,50
2001-03-11,79,62,46
2001-03-12,87,68,50
2001-03-13,77,69,57
2001-03-14,77,64,50
2001-03-15,82,71,60
2001-03-16,75,68,57
2001-03-17,72,62,53
2001-03-18,54,51,48
2001-03-19,62,58,54
2001-03-20,68,59,50
2001-03-21,57,50,44
2001-03-22,71,56,42
2001-03-23,75,62,48
2001-03-24,78,61,44
2001-03-25,70,60,51
2001-03-26,68,58,48
2001-03-27,66,54,42
2001-03-28,70,56,43
2001-03-29,72,64,57
2001-03-30,75,68,60
2001-03-31,78,68,59
2001-04-01,75,64,50
2001-04-02,77,58,41
2001-04-03,84,68,51
2001-04-04,81,70,60
2001-04-05,81,70,61
2001-04-06,82,70,57
2001-04-07,84,70,55
2001-04-08,87,70,57
2001-04-09,87,74,62
2001-04-10,87,72,57
2001-04-11,87,74,61
2001-04-12,88,74,61
2001-04-13,88,74,62
2001-04-14,84,76,69
2001-04-15,88,78,69
2001-04-16,81,68,55
2001-04-17,81,64,50
2001-04-18,66,54,42
2001-04-19,73,54,34
2001-04-20,80,62,45
2001-04-21,82,66,52
2001-04-22,84,70,55
2001-04-23,86,70,55
2001-04-24,86,72,60
2001-04-25,75,66,60
2001-04-26,73,63,50
2001-04-27,79,61,44
2001-04-28,80,63,46
2001-04-29,81,65,50
2001-04-30,79,70,62
2001-05-01,82,69,57
2001-05-02,79,68,59
2001-05-03,82,70,57
2001-05-04,82,68,55
2001-05-05,84,70,57
2001-05-06,87,68,53
2001-05-07,75,68,60
2001-05-08,82,72,62
2001-05-09,79,70,60
2001-05-10,84,68,54
2001-05-11,84,70,55
2001-05-12,86,70,55
2001-05-13,89,74,59
2001-05-14,88,74,59
2001-05-15,88,74,60
2001-05-16,91,76,60
2001-05-17,93,80,66
2001-05-18,91,76,64
2001-05-19,91,74,59
2001-05-20,89,75,62
2001-05-21,93,74,57
2001-05-22,93,80,66
2001-05-23,84,74,62
2001-05-24,91,70,50
2001-05-25,95,74,57
2001-05-26,93,78,64
2001-05-27,93,78,64
2001-05-28,90,74,60
2001-05-29,90,77,66
2001-05-30,90,80,71
2001-05-31,90,79,68
2001-06-01,82,75,68
2001-06-02,91,78,66
2001-06-03,95,82,71
2001-06-04,96,82,69
2001-06-05,93,80,66
2001-06-06,91,80,69
2001-06-07,89,80,70
2001-06-08,93,81,71
2001-06-09,89,80,71
2001-06-10,84,78,71
2001-06-11,88,78,68
2001-06-12,91,80,71
2001-06-13,91,82,75
2001-06-14,91,81,71
2001-06-15,91,80,68
2001-06-16,93,80,70
2001-06-17,93,81,69
2001-06-18,91,78,66
2001-06-19,90,78,66
2001-06-20,91,78,66
2001-06-21,88,78,68
2001-06-22,84,76,68
2001-06-23,82,76,69
2001-06-24,87,76,66
2001-06-25,89,76,64
2001-06-26,91,80,68
2001-06-27,90,80,70
2001-06-28,84,78,71
2001-06-29,88,78,71
2001-06-30,90,80,71
2001-07-01,91,82,73
2001-07-02,91,82,73
2001-07-03,93,82,72
2001-07-04,91,82,73
2001-07-05,91,81,71
2001-07-06,90,80,71
2001-07-07,93,82,72
2001-07-08,91,82,73
2001-07-09,91,83,75
2001-07-10,91,81,71
2001-07-11,88,78,72
2001-07-12,89,81,75
2001-07-13,89,81,73
2001-07-14,87,80,73
2001-07-15,87,78,70
2001-07-16,88,78,69
2001-07-17,90,80,71
2001-07-18,90,80,71
2001-07-19,90,81,73
2001-07-20,91,82,72
2001-07-21,87,79,71
2001-07-22,90,81,73
2001-07-23,86,80,73
2001-07-24,82,77,72
2001-07-25,91,82,72
2001-07-26,90,80,72
2001-07-27,91,81,71
2001-07-28,91,80,69
2001-07-29,91,82,72
2001-07-30,91,82,73
2001-07-31,80,78,73
2001-08-01,88,80,73
2001-08-02,82,76,71
2001-08-03,82,76,71
2001-08-04,88,79,71
2001-08-05,87,79,71
2001-08-06,87,78,71
2001-08-07,90,80,73
2001-08-08,91,81,71
2001-08-09,91,81,72
2001-08-10,91,82,73
2001-08-11,90,82,73
2001-08-12,91,81,71
2001-08-13,93,82,72
2001-08-14,91,81,71
2001-08-15,89,82,75
2001-08-16,91,82,73
2001-08-17,91,83,75
2001-08-18,93,84,75
2001-08-19,89,80,73
2001-08-20,93,82,73
2001-08-21,91,82,72
2001-08-22,91,80,69
2001-08-23,91,80,71
2001-08-24,91,78,66
2001-08-25,93,82,70
2001-08-26,91,78,66
2001-08-27,91,78,66
2001-08-28,91,81,71
2001-08-29,93,82,72
2001-08-30,93,82,72
2001-08-31,93,82,72
2001-09-01,89,80,72
2001-09-02,91,80,70
2001-09-03,89,78,69
2001-09-04,91,80,69
2001-09-05,90,80,71
2001-09-06,89,80,71
2001-09-07,89,78,69
2001-09-08,88,78,69
2001-09-09,88,79,71
2001-09-10,87,78,71
2001-09-11,87,79,72
2001-09-12,84,77,72
2001-09-13,78,74,69
2001-09-14,73,70,68
2001-09-15,75,70,64
2001-09-16,82,70,59
2001-09-17,84,71,60
2001-09-18,84,74,64
2001-09-19,88,76,66
2001-09-20,87,78,70
2001-09-21,90,78,68
2001-09-22,89,78,69
2001-09-23,88,78,69
2001-09-24,86,78,69
2001-09-25,81,72,64
2001-09-26,75,68,61
2001-09-27,79,70,62
2001-09-28,80,70,62
2001-09-29,75,68,60
2001-09-30,75,64,55
2001-10-01,73,62,51
2001-10-02,79,62,46
2001-10-03,82,64,48
2001-10-04,84,70,57
2001-10-05,84,73,62
2001-10-06,88,76,66
2001-10-07,73,68,63
2001-10-08,79,70,62
2001-10-09,81,72,63
2001-10-10,82,71,62
2001-10-11,84,73,64
2001-10-12,82,72,63
2001-10-13,84,75,66
2001-10-14,81,76,70
2001-10-15,81,71,61
2001-10-16,82,71,61
2001-10-17,69,58,46
2001-10-18,78,60,43
2001-10-19,82,69,57
2001-10-20,84,75,66
2001-10-21,84,76,69
2001-10-22,86,76,69
2001-10-23,84,78,71
2001-10-24,89,76,66
2001-10-25,89,80,71
2001-10-26,75,62,46
2001-10-27,64,54,44
2001-10-28,64,52,39
2001-10-29,71,58,46
2001-10-30,77,60,44
2001-10-31,79,67,55
2001-11-01,82,72,61
2001-11-02,81,72,64
2001-11-03,82,74,66
2001-11-04,78,72,66
2001-11-05,68,60,50
2001-11-06,72,58,43
2001-11-07,73,54,36
2001-11-08,77,61,45
2001-11-09,77,62,46
2001-11-10,77,60,43
2001-11-11,75,62,48
2001-11-12,75,62,48
2001-11-13,77,67,57
2001-11-14,64,62,60
2001-11-15,73,66,60
2001-11-16,75,66,57
2001-11-17,78,66,54
2001-11-18,77,67,57
2001-11-19,77,65,53
2001-11-20,75,63,51
2001-11-21,73,62,51
2001-11-22,73,60,48
2001-11-23,75,68,62
2001-11-24,79,68,57
2001-11-25,81,70,60
2001-11-26,81,68,55
2001-11-27,80,68,55
2001-11-28,79,66,53
2001-11-29,81,68,55
2001-11-30,81,69,57
2001-12-01,78,68,57
2001-12-02,79,67,55
2001-12-03,73,60,48
2001-12-04,77,66,55
2001-12-05,79,70,61
2001-12-06,80,68,57
2001-12-07,81,69,57
2001-12-08,80,71,62
2001-12-09,77,70,62
2001-12-10,77,70,64
2001-12-11,81,72,62
2001-12-12,80,73,66
2001-12-13,79,72,64
2001-12-14,80,72,64
2001-12-15,78,72,66
2001-12-16,78,70,61
2001-12-17,79,66,54
2001-12-18,69,60,48
2001-12-19,68,55,42
2001-12-20,63,52,42
2001-12-21,64,48,33
2001-12-22,72,52,32
2001-12-23,72,58,44
2001-12-24,66,57,46
2001-12-25,50,46,42
2001-12-26,52,41,30
2001-12-27,55,42,28
2001-12-28,66,48,30
2001-12-29,72,62,52
2001-12-30,64,53,37
2001-12-31,55,46,34
2002-01-01,55,44,33
2002-01-02,54,46,37
2002-01-03,44,40,34
2002-01-04,50,38,25
2002-01-05,60,42,23
2002-01-06,68,56,45
2002-01-07,55,46,36
2002-01-08,51,38,26
2002-01-09,63,44,24
2002-01-10,71,53,35
2002-01-11,72,54,37
2002-01-12,73,60,46
2002-01-13,63,50,37
2002-01-14,62,54,45
2002-01-15,64,52,41
2002-01-16,66,50,33
2002-01-17,73,55,37
2002-01-18,73,58,42
2002-01-19,80,63,46
2002-01-20,72,64,55
2002-01-21,71,66,60
2002-01-22,69,65,60
2002-01-23,80,68,57
2002-01-24,80,68,55
2002-01-25,75,68,60
2002-01-26,61,59,57
2002-01-27,66,60,55
2002-01-28,79,70,60
2002-01-29,79,70,62
2002-01-30,81,72,64
2002-01-31,82,74,66
2002-02-01,84,70,57
2002-02-02,70,60,51
2002-02-03,66,56,46
2002-02-04,61,50,37
2002-02-05,53,44,36
2002-02-06,75,60,46
2002-02-07,66,54,39
2002-02-08,61,48,35
2002-02-09,73,58,42
2002-02-10,70,64,57
2002-02-11,70,58,44
2002-02-12,69,54,39
2002-02-13,55,48,41
2002-02-14,68,59,50
2002-02-15,75,62,48
2002-02-16,71,63,53
2002-02-17,69,56,41
2002-02-18,63,48,33
2002-02-19,72,54,35
2002-02-20,77,65,53
2002-02-21,75,68,62
2002-02-22,68,64,59
2002-02-23,55,52,46
2002-02-24,66,52,39
2002-02-25,73,54,35
2002-02-26,75,57,39
2002-02-27,62,46,30
2002-02-28,53,40,26
2002-03-01,64,46,27
2002-03-02,73,68,62
2002-03-03,73,64,55
2002-03-04,54,44,32
2002-03-05,59,44,28
2002-03-06,71,52,33
2002-03-07,71,58,44
2002-03-08,81,68,54
2002-03-09,84,68,53
2002-03-10,78,64,46
2002-03-11,79,60,41
2002-03-12,82,68,55
2002-03-13,77,67,54
2002-03-14,78,64,50
2002-03-15,82,66,50
2002-03-16,89,73,57
2002-03-17,86,72,59
2002-03-18,87,73,59
2002-03-19,86,70,55
2002-03-20,84,72,61
2002-03-21,82,72,62
2002-03-22,70,60,50
2002-03-23,71,56,42
2002-03-24,80,61,42
2002-03-25,84,70,55
2002-03-26,84,72,59
2002-03-27,79,68,52
2002-03-28,81,63,45
2002-03-29,84,68,51
2002-03-30,86,72,57
2002-03-31,84,74,64
2002-04-01,82,74,63
2002-04-02,82,70,59
2002-04-03,75,68,62
2002-04-04,82,72,63
2002-04-05,73,62,50
2002-04-06,73,58,43
2002-04-07,75,60,46
2002-04-08,82,68,53
2002-04-09,84,70,55
2002-04-10,81,72,64
2002-04-11,82,72,64
2002-04-12,81,68,57
2002-04-13,79,71,64
2002-04-14,84,71,60
2002-04-15,84,70,57
2002-04-16,87,72,60
2002-04-17,87,74,62
2002-04-18,88,75,63
2002-04-19,89,74,61
2002-04-20,91,78,66
2002-04-21,91,78,66
2002-04-22,91,78,66
2002-04-23,87,76,64
2002-04-24,88,72,57
2002-04-25,89,77,66
2002-04-26,89,74,62
2002-04-27,90,79,68
2002-04-28,90,77,66
2002-04-29,90,80,69
2002-04-30,91,79,68
2002-05-01,90,78,66
2002-05-02,91,78,66
2002-05-03,95,82,69
2002-05-04,97,81,66
2002-05-05,91,78,66
2002-05-06,89,76,66
2002-05-07,90,75,61
2002-05-08,93,76,62
2002-05-09,93,78,64
2002-05-10,93,80,66
2002-05-11,93,78,64
2002-05-12,93,78,64
2002-05-13,91,79,69
2002-05-14,82,72,61
2002-05-15,84,68,51
2002-05-16,89,72,55
2002-05-17,91,80,69
2002-05-18,89,78,68
2002-05-19,72,64,55
2002-05-20,78,66,55
2002-05-21,79,64,51
2002-05-22,77,64,52
2002-05-23,82,68,55
2002-05-24,86,72,57
2002-05-25,89,73,59
2002-05-26,88,72,57
2002-05-27,84,72,60
2002-05-28,89,78,68
2002-05-29,89,77,66
2002-05-30,91,76,64
2002-05-31,91,77,64
2002-06-01,91,76,62
2002-06-02,96,82,69
2002-06-03,99,85,73
2002-06-04,93,83,73
2002-06-05,93,82,73
2002-06-06,90,81,73
2002-06-07,89,78,69
2002-06-08,88,79,71
2002-06-09,87,79,71
2002-06-10,86,75,66
2002-06-11,84,76,71
2002-06-12,91,79,68
2002-06-13,93,81,69
2002-06-14,93,82,71
2002-06-15,91,82,72
2002-06-16,90,78,66
2002-06-17,79,72,64
2002-06-18,75,72,69
2002-06-19,87,76,66
2002-06-20,86,76,69
2002-06-21,78,74,69
2002-06-22,75,72,69
2002-06-23,84,75,68
2002-06-24,84,76,69
2002-06-25,88,78,69
2002-06-26,88,78,71
2002-06-27,88,80,71
2002-06-28,91,78,69
2002-06-29,89,80,71
2002-06-30,84,78,71
2002-07-01,87,76,66
2002-07-02,88,78,69
2002-07-03,90,80,70
2002-07-04,88,78,69
2002-07-05,82,76,69
2002-07-06,90,78,68
2002-07-07,90,80,71
2002-07-08,89,78,70
2002-07-09,86,78,71
2002-07-10,87,78,70
2002-07-11,89,78,68
2002-07-12,84,78,73
2002-07-13,82,77,73
2002-07-14,89,82,75
2002-07-15,91,83,75
2002-07-16,95,84,73
2002-07-17,96,86,77
2002-07-18,95,84,75
2002-07-19,96,84,75
2002-07-20,91,80,69
2002-07-21,84,76,69
2002-07-22,87,77,68
2002-07-23,86,76,69
2002-07-24,90,81,72
2002-07-25,91,80,70
2002-07-26,91,82,72
2002-07-27,91,81,71
2002-07-28,91,81,71
2002-07-29,91,80,70
2002-07-30,93,80,70
2002-07-31,91,82,73
2002-08-01,90,80,72
2002-08-02,89,78,69
2002-08-03,87,78,69
2002-08-04,87,78,71
2002-08-05,91,80,69
2002-08-06,93,83,73
2002-08-07,87,78,71
2002-08-08,88,74,62
2002-08-09,84,72,61
2002-08-10,88,78,69
2002-08-11,89,77,66
2002-08-12,84,76,69
2002-08-13,87,79,72
2002-08-14,91,80,69
2002-08-15,89,80,71
2002-08-16,91,81,71
2002-08-17,91,82,73
2002-08-18,90,80,69
2002-08-19,90,81,72
2002-08-20,84,76,71
2002-08-21,91,79,69
2002-08-22,91,80,71
2002-08-23,91,80,69
2002-08-24,93,82,72
2002-08-25,93,84,75
2002-08-26,90,80,73
2002-08-27,84,78,73
2002-08-28,87,79,72
2002-08-29,87,78,73
2002-08-30,84,78,72
2002-08-31,82,78,73
2002-09-01,90,80,73
2002-09-02,89,82,75
2002-09-03,90,80,71
2002-09-04,89,80,72
2002-09-05,90,81,73
2002-09-06,89,80,71
2002-09-07,89,80,71
2002-09-08,89,80,72
2002-09-09,90,81,73
2002-09-10,91,80,69
2002-09-11,87,80,73
2002-09-12,87,78,69
2002-09-13,86,78,71
2002-09-14,86,78,71
2002-09-15,89,80,71
2002-09-16,91,80,71
2002-09-17,91,82,73
2002-09-18,91,80,71
2002-09-19,91,80,71
2002-09-20,89,80,73
2002-09-21,88,80,72
2002-09-22,89,78,66
2002-09-23,90,78,66
2002-09-24,82,77,73
2002-09-25,86,80,73
2002-09-26,89,82,75
2002-09-27,89,82,73
2002-09-28,89,79,69
2002-09-29,91,80,70
2002-09-30,90,81,72
2002-10-01,84,78,73
2002-10-02,87,78,69
2002-10-03,88,76,66
2002-10-04,88,77,66
2002-10-05,91,79,69
2002-10-06,91,80,69
2002-10-07,89,78,68
2002-10-08,89,78,68
2002-10-09,84,76,69
2002-10-10,86,78,69
2002-10-11,88,80,71
2002-10-12,89,78,69
2002-10-13,86,76,68
2002-10-14,86,76,68
2002-10-15,73,70,68
2002-10-16,71,64,57
2002-10-17,75,62,50
2002-10-18,73,60,48
2002-10-19,81,66,50
2002-10-20,82,68,55
2002-10-21,84,72,62
2002-10-22,86,74,62
2002-10-23,82,74,66
2002-10-24,81,74,68
2002-10-25,80,74,68
2002-10-26,82,74,66
2002-10-27,84,73,64
2002-10-28,86,74,62
2002-10-29,86,77,68
2002-10-30,82,76,66
2002-10-31,73,65,57
2002-11-01,75,66,57
2002-11-02,72,61,50
2002-11-03,70,59,48
2002-11-04,82,71,60
2002-11-05,84,73,62
2002-11-06,78,64,50
2002-11-07,64,52,41
2002-11-08,75,60,45
2002-11-09,79,66,53
2002-11-10,81,75,69
2002-11-11,84,76,69
2002-11-12,82,70,59
2002-11-13,64,56,46
2002-11-14,69,56,43
2002-11-15,73,64,54
2002-11-16,69,64,59
2002-11-17,59,50,41
2002-11-18,62,48,35
2002-11-19,68,52,37
2002-11-20,72,59,46
2002-11-21,72,64,57
2002-11-22,69,58,45
2002-11-23,57,44,32
2002-11-24,69,50,30
2002-11-25,71,57,43
2002-11-26,70,56,43
2002-11-27,71,56,42
2002-11-28,57,48,39
2002-11-29,57,44,32
2002-11-30,66,50,34
2002-12-01,59,48,36
2002-12-02,63,48,34
2002-12-03,68,51,34
2002-12-04,75,62,48
2002-12-05,72,64,54
2002-12-06,52,46,39
2002-12-07,64,50,37
2002-12-08,70,57,44
2002-12-09,60,58,55
2002-12-10,60,58,55
2002-12-11,64,54,44
2002-12-12,57,50,42
2002-12-13,71,63,55
2002-12-14,55,48,39
2002-12-15,52,44,37
2002-12-16,64,47,30
2002-12-17,64,50,35
2002-12-18,72,57,42
2002-12-19,78,66,54
2002-12-20,66,57,46
2002-12-21,61,48,34
2002-12-22,69,51,33
2002-12-23,73,57,41
2002-12-24,71,63,55
2002-12-25,66,54,41
2002-12-26,48,41,34
2002-12-27,61,46,32
2002-12-28,59,48,36
2002-12-29,64,48,32
2002-12-30,69,50,32
2002-12-31,73,60,46
2003-01-01,71,63,54
2003-01-02,69,58,48
2003-01-03,62,49,36
2003-01-04,55,44,32
2003-01-05,61,44,28
2003-01-06,66,50,35
2003-01-07,54,43,32
2003-01-08,60,46,32
2003-01-09,69,56,44
2003-01-10,68,62,54
2003-01-11,60,47,34
2003-01-12,46,44,42
2003-01-13,52,46,39
2003-01-14,60,48,35
2003-01-15,60,48,36
2003-01-16,69,50,30
2003-01-17,57,46,34
2003-01-18,45,36,28
2003-01-19,57,42,26
2003-01-20,66,47,28
2003-01-21,69,56,42
2003-01-22,69,61,53
2003-01-23,53,42,28
2003-01-24,42,30,19
2003-01-25,57,39,21
2003-01-26,62,46,30
2003-01-27,57,46,32
2003-01-28,64,46,28
2003-01-29,73,55,37
2003-01-30,75,58,41
2003-01-31,72,58,44
2003-02-01,64,53,42
2003-02-02,72,54,37
2003-02-03,70,52,33
2003-02-04,66,60,51
2003-02-05,61,50,39
2003-02-06,69,54,39
2003-02-07,68,58,48
2003-02-08,48,46,44
2003-02-09,48,45,42
2003-02-10,72,60,48
2003-02-11,62,50,37
2003-02-12,68,52,36
2003-02-13,66,54,41
2003-02-14,68,52,37
2003-02-15,80,63,46
2003-02-16,73,65,57
2003-02-17,66,57,48
2003-02-18,61,52,42
2003-02-19,73,55,37
2003-02-20,79,65,51
2003-02-21,82,72,62
2003-02-22,80,71,62
2003-02-23,66,54,42
2003-02-24,75,56,37
2003-02-25,75,62,48
2003-02-26,79,65,51
2003-02-27,78,69,60
2003-02-28,66,60,53
2003-03-01,75,64,54
2003-03-02,73,64,55
2003-03-03,59,55,51
2003-03-04,63,58,53
2003-03-05,81,72,62
2003-03-06,84,74,64
2003-03-07,78,68,59
2003-03-08,64,60,55
2003-03-09,68,62,55
2003-03-10,79,67,54
2003-03-11,80,64,48
2003-03-12,81,68,55
2003-03-13,84,74,63
2003-03-14,79,70,60
