"","id","school","doses","totMem","immRate","year","type","gradeRange","pubPriv","frLunch13","percent_free_reduced_lunch"
"351",482,"Hidden Oak Elem.",425,726,0.585399449,2014,"elem","elem","pub",29.5,29.5
"352",461,"High Springs Elem.",439,871,0.5040183697,2014,"elem","elem","pub",39.86,39.86
"353",121,"Howard Bishop Middle",290,692,0.4190751445,2014,"mid","mid","pub",60.03,60.03
"354",321,"Idylwild Elem.",313,682,0.4589442815,2014,"elem","elem","pub",83.18,83.18
"355",571,"Irby Elem.",255,506,0.5039525692,2014,"elem","elem","pub",65.35,65.35
"356",31,"JJ Finley Elem.",372,578,0.6435986159,2014,"elem","elem","pub",56.25,56.25
"357",-9,"Jordan Glenn",62,115,0.5391304348,2014,"multi","prek-8","priv",NA,NA
"358",502,"Kanapaha Middle",473,970,0.487628866,2014,"mid","mid","pub",45.6,45.6
"359",71,"Lake Forest Elem.",140,814,0.171990172,2014,"elem","elem","pub",96,96
"360",112,"Lincoln Middle",319,677,0.4711964549,2014,"mid","mid","pub",53.76,53.76
"361",91,"Littlewood Elem.",346,620,0.5580645161,2014,"elem","elem","pub",59.55,59.55
"362",411,"Loften High",42,217,0.1935483871,2014,"high","high","pub",65.32,65.32
"363",520,"Meadowbrook Elem.",445,710,0.6267605634,2014,"elem","elem","pub",38.27,38.27
"364",221,"Mebane Middle",144,356,0.404494382,2014,"mid","mid","pub",62.67,62.67
"365",101,"Metcalfe Elem.",135,398,0.3391959799,2014,"elem","elem","pub",94.84,94.84
"366",951,"Micanopy Area Co-op",83,146,0.5684931507,2014,"elem","elem","priv",NA,NA
"367",961,"Micanopy Middle School",17,62,0.2741935484,2014,"mid","mid","priv",65.57,65.57
"368",-10,"Millhopper Montessori",78,217,0.3594470046,2014,"multi","prek-8","priv",NA,NA
"369",531,"Newberry Elem.",354,520,0.6807692308,2014,"elem","elem","pub",54.75,54.75
"370",261,"Newberry High",184,574,0.3205574913,2014,"high","high","pub",44.25,44.25
"371",541,"Norton Elem.",361,675,0.5348148148,2014,"elem","elem","pub",57.25,57.25
"372",-11,"Oak Hall",408,820,0.4975609756,2014,"high","high","priv",NA,NA
"373",591,"Oakview Middle",385,700,0.55,2014,"mid","mid","pub",44.71,44.71
"374",950,"One Room School House",66,262,0.2519083969,2014,"elem","elem","priv",71.15,71.15
"375",-12,"Passage Christian",11,27,0.4074074074,2014,"multi","k-12","priv",NA,NA
"376",391,"PK Yonge",362,1142,0.3169877408,2014,"multi","k-12","pub",NA,NA
"377",-13,"Queen of Peace",257,441,0.5827664399,2014,"multi","prek-8","priv",NA,NA
"378",341,"Rawlings & Fernside",177,387,0.4573643411,2014,"elem","elem","pub",78.98,78.98
"379",271,"Sante Fe High",314,1135,0.2766519824,2014,"high","high","pub",25.67,25.67
"380",281,"Shell Elem.",104,194,0.5360824742,2014,"elem","elem","pub",57.92,57.92
"381",-14,"St. Francis High School",53,242,0.2190082645,2014,"high","high","priv",NA,NA
"382",-15,"St. Patricks",105,242,0.4338842975,2014,"multi","prek-8","priv",NA,NA
"383",41,"Stephen Foster Elem.",263,484,0.5433884298,2014,"elem","elem","pub",61.35,61.35
"384",561,"Talbot Elem.",383,707,0.5417256011,2014,"elem","elem","pub",31.99,31.99
"385",311,"Terwilliger Elem.",314,678,0.4631268437,2014,"elem","elem","pub",85.21,85.21
"386",-16,"The Rock",116,300,0.3866666667,2014,"multi","prek-12","priv",NA,NA
"387",-17,"Trilogy",18,76,0.2368421053,2014,"multi","k-12","priv",NA,NA
"388",291,"Waldo Elem.",79,221,0.3574660633,2014,"elem","elem","pub",85.99,85.99
"389",141,"Westwood Middle",428,986,0.4340770791,2014,"mid","mid","pub",54.12,54.12
"390",501,"Wiles Elem.",508,808,0.6287128713,2014,"elem","elem","pub",44.32,44.32
"391",501.1,"Wiles Head Start",37,85,0.4352941176,2014,"prek","prek","pub",NA,NA
"392",111,"Williams Elem.",213,566,0.3763250883,2014,"elem","elem","pub",74.73,74.73
